0 32 59 1 1 -1
0 1  2 1 -1
7   53 0.222222 -1
7 19 67 53 0.333333 -1
7   54 0.333333 -1
7 45  54 0.666667 -1
7 21 52 55 0.428571 -1
7 3  55 0.571429 -1
7   56 0.5 -1
7   56 0.5 -1
7 26 4 57 0.3 -1
7 22 32 57 0.3 -1
7 6  57 0.4 -1
7   58 0.5 -1
7   58 0.5 -1
7 63 26 59 0.5 -1
7 51 62 59 0.5 -1
7   60 0.25 -1
7 43 59 60 0.375 -1
7 46 10 60 0.375 -1
7 8  61 0.666667 -1
7   61 0.333333 -1
7 63 10 62 1 -1
7 2 50 63 0.333333 -1
7 17  63 0.444444 -1
7   63 0.222222 -1
7 58 32 64 0.5 -1
7 43 5 64 0.5 -1
7   65 0.2 -1
7 35  65 0.4 -1
7 33  65 0.4 -1
7 10  66 0.444444 -1
7   66 0.222222 -1
7 55 44 66 0.333333 -1
7 53 0 67 1 -1
7 17 51 68 0.333333 -1
7 32 53 68 0.333333 -1
7 40 45 68 0.333333 -1
7 66  69 0.5 -1
7 35  69 0.5 -1
8 47 63 0 0.5 -1
8 5 66 0 0.5 -1
8   1 0.285714 -1
8   1 0.285714 -1
8 37 13 1 0.428571 -1
8 66  2 1 -1
8 52 29 3 1 -1
8 2  4 0.444444 -1
8   4 0.222222 -1
8 25 53 4 0.333333 -1
8   5 0.333333 -1
8 7  5 0.666667 -1
8 63 24 6 0.6 -1
8   6 0.4 -1
8 56 1 7 0.333333 -1
8   7 0.222222 -1
8 61  7 0.444444 -1
8 44  9 0.5 -1
8   9 0.25 -1
8   9 0.25 -1
8 7 30 10 1 -1
8 32 35 11 1 -1
8 33  12 0.363636 -1
8 31 62 12 0.272727 -1
8 5  12 0.363636 -1
8 1 63 13 0.5 -1
8 53 10 13 0.5 -1
8   14 0.333333 -1
8 47  14 0.666667 -1
8 58  15 0.444444 -1
8 17 51 15 0.333333 -1
8   15 0.222222 -1
8   16 0.25 -1
8   16 0.25 -1
8 48  16 0.5 -1
8   17 1 -1
8 39 64 18 0.428571 -1
8 45  18 0.571429 -1
8 32  19 0.666667 -1
8   19 0.333333 -1
8 16 5 20 0.333333 -1
8 42  20 0.444444 -1
8   20 0.222222 -1
8 57 23 21 0.428571 -1
8 32  21 0.571429 -1
8   22 1 -1
8 5 7 23 0.6 -1
8   23 0.4 -1
8 62 56 24 0.428571 -1
8 35  24 0.571429 -1
8 40  25 0.4 -1
8 30 2 25 0.3 -1
8 63 42 25 0.3 -1
8   26 1 -1
8 61 62 27 0.6 -1
8   27 0.4 -1
8 13 47 28 1 -1
8 4  29 0.363636 -1
8 38 61 29 0.272727 -1
8 53  29 0.363636 -1
8 45  30 0.571429 -1
8 21 57 30 0.428571 -1
8 51  31 0.5 -1
8 69  31 0.5 -1
8   32 1 -1
8 64 60 33 1 -1
8 6  34 0.571429 -1
8 59 11 34 0.428571 -1
8 2 58 35 1 -1
8 31 52 36 0.428571 -1
8 43  36 0.571429 -1
8   37 0.25 -1
8 33 55 37 0.375 -1
8 7 46 37 0.375 -1
8 40 43 38 0.428571 -1
8 1  38 0.571429 -1
8   39 1 -1
8   40 0.285714 -1
8 47 66 40 0.428571 -1
8   40 0.285714 -1
8 1  41 0.4 -1
8   41 0.2 -1
8 50  41 0.4 -1
8   42 0.285714 -1
8   42 0.285714 -1
8 62 26 42 0.428571 -1
8 47 61 43 1 -1
8   44 0.25 -1
8 7  44 0.5 -1
8   44 0.25 -1
8   45 0.5 -1
8   45 0.5 -1
8 44 43 46 0.428571 -1
8 0  46 0.571429 -1
8 68  47 1 -1
8   48 1 -1
8   49 0.4 -1
8 11 5 49 0.6 -1
8 21  50 0.5 -1
8 61  50 0.5 -1
8   51 1 -1
8 43 64 52 1 -1
8   53 0.25 -1
8 10 61 53 0.375 -1
8 68 63 53 0.375 -1
8 10 5 54 1 -1
8   55 0.222222 -1
8 10 32 55 0.333333 -1
8 51  55 0.444444 -1
8 32 3 56 0.6 -1
8   56 0.4 -1
8 62  57 0.444444 -1
8   57 0.222222 -1
8 7 41 57 0.333333 -1
8   58 0.4 -1
8 24 2 58 0.6 -1
8 40 12 59 0.6 -1
8   59 0.4 -1
8   60 0.333333 -1
8 19  60 0.666667 -1
8 31  61 0.363636 -1
8 11 37 61 0.272727 -1
8 2  61 0.363636 -1
8 58  62 0.571429 -1
8 47 50 62 0.428571 -1
8 35  63 1 -1
8 55  64 0.363636 -1
8 68 32 64 0.272727 -1
8 17  64 0.363636 -1
8 43 59 65 0.333333 -1
8 66 16 65 0.333333 -1
8 19 52 65 0.333333 -1
8 20 4 66 1 -1
8 65  67 1 -1
8 5 52 68 0.6 -1
8   68 0.4 -1
8 45 43 69 0.333333 -1
8 6 35 69 0.333333 -1
8 42 35 69 0.333333 -1
9   0 0.5 -1
9   0 0.5 -1
9 23 31 1 1 -1
9   2 1 -1
9 60  3 0.5 -1
9   3 0.25 -1
9   3 0.25 -1
9 51  4 0.571429 -1
9 32 12 4 0.428571 -1
9   5 0.5 -1
9   5 0.5 -1
9 47  6 0.5 -1
9 64  6 0.5 -1
9 2 59 7 0.428571 -1
9   7 0.285714 -1
9   7 0.285714 -1
9   8 0.333333 -1
9 1  8 0.666667 -1
9   10 1 -1
9 53 67 11 0.333333 -1
9 32  11 0.444444 -1
9   11 0.222222 -1
9   12 1 -1
9 66  13 0.4 -1
9 59  13 0.4 -1
9   13 0.2 -1
9 12  14 0.666667 -1
9   14 0.333333 -1
9 33  15 1 -1
9 40 0 16 0.333333 -1
9 66 36 16 0.333333 -1
9 8 47 16 0.333333 -1
9 7  17 0.571429 -1
9 1 19 17 0.428571 -1
9 26 5 18 1 -1
9 23 10 19 0.5 -1
9 7 62 19 0.5 -1
9 27 66 20 0.428571 -1
9 47  20 0.571429 -1
9 18 6 21 1 -1
9 31 45 22 0.333333 -1
9 51 41 22 0.333333 -1
9 47 23 22 0.333333 -1
9 5  23 0.363636 -1
9 68 52 23 0.272727 -1
9 67  23 0.363636 -1
9 2  24 0.4 -1
9   24 0.2 -1
9 43  24 0.4 -1
9 64 0 25 1 -1
9 6  26 0.333333 -1
9 1  26 0.333333 -1
9 8  26 0.333333 -1
9   27 1 -1
9 3 44 28 0.5 -1
9 61 67 28 0.5 -1
9 47 51 29 0.5 -1
9 5 2 29 0.5 -1
9 43 35 30 1 -1
9 68 29 31 0.333333 -1
9   31 0.222222 -1
9 25  31 0.444444 -1
9 0 18 32 0.428571 -1
9   32 0.285714 -1
9   32 0.285714 -1
9 40  33 0.666667 -1
9   33 0.333333 -1
9 62 59 34 0.333333 -1
9 55 2 34 0.333333 -1
9 10 67 34 0.333333 -1
9   35 0.4 -1
9 62 8 35 0.6 -1
9   36 0.333333 -1
9 66  36 0.666667 -1
9 32 36 37 0.5 -1
9 63 10 37 0.5 -1
9 8  38 1 -1
9   39 1 -1
9 32  40 1 -1
9   41 0.285714 -1
9   41 0.285714 -1
9 40 43 41 0.428571 -1
9 52  42 1 -1
9 0 66 43 0.6 -1
9   43 0.4 -1
9 32 43 44 1 -1
9 18 47 45 0.5 -1
9 52 25 45 0.5 -1
9   46 1 -1
9 5  47 1 -1
9   48 0.5 -1
9   48 0.5 -1
9 51 0 49 0.5 -1
9 63 35 49 0.5 -1
9 59  50 0.4 -1
9   50 0.2 -1
9 43  50 0.4 -1
9 23  51 0.363636 -1
9 58 68 51 0.272727 -1
9 44  51 0.363636 -1
9 11 43 52 1 -1
9 40 59 53 1 -1
9   54 0.333333 -1
9 11  54 0.666667 -1
9   55 0.25 -1
9 10 49 55 0.375 -1
9 0 2 55 0.375 -1
9 59 30 56 1 -1
9 56 2 57 0.272727 -1
9 16  57 0.363636 -1
9 11  57 0.363636 -1
9 46 27 58 1 -1
9 64  59 0.5 -1
9 36  59 0.5 -1
9 67 35 60 0.6 -1
9   60 0.4 -1
9 31  61 0.571429 -1
9 62 30 61 0.428571 -1
9   62 0.333333 -1
9 45  62 0.666667 -1
9 8  63 1 -1
9   64 0.333333 -1
9   64 0.333333 -1
9   64 0.333333 -1
9   65 0.4 -1
9 23 46 65 0.6 -1
9   66 1 -1
9   67 0.285714 -1
9 63 1 67 0.428571 -1
9   67 0.285714 -1
9 55 61 68 0.6 -1
9   68 0.4 -1
9 50 21 69 1 -1
10   0 0.333333 -1
10   0 0.333333 -1
10   0 0.333333 -1
10   1 1 -1
10   2 1 -1
10 43 0 3 1 -1
10 15  4 0.4 -1
10   4 0.2 -1
10 44  4 0.4 -1
10   5 0.25 -1
10 18  5 0.5 -1
10   5 0.25 -1
10 27  6 0.363636 -1
10 31  6 0.363636 -1
10 30 23 6 0.272727 -1
10 57 63 7 1 -1
10 69  8 0.571429 -1
10 50 52 8 0.428571 -1
10   9 0.5 -1
10   9 0.5 -1
10   11 0.4 -1
10 56 24 11 0.6 -1
10   12 1 -1
10 59  13 0.571429 -1
10 49 61 13 0.428571 -1
10 8 69 14 0.428571 -1
10 58  14 0.571429 -1
10 69  15 0.4 -1
10 66  15 0.4 -1
10   15 0.2 -1
10 20 30 16 1 -1
10 55  17 0.444444 -1
10   17 0.222222 -1
10 23 11 17 0.333333 -1
10 66 2 18 1 -1
10 11  19 1 -1
10 23  20 0.666667 -1
10   20 0.333333 -1
10 0 5 21 0.6 -1
10   21 0.4 -1
10 8  22 0.444444 -1
10   22 0.222222 -1
10 5 55 22 0.333333 -1
10 6 64 23 1 -1
10   24 1 -1
10   25 0.285714 -1
10   25 0.285714 -1
10 52 63 25 0.428571 -1
10 6 64 26 0.333333 -1
10   26 0.222222 -1
10 27  26 0.444444 -1
10   27 0.25 -1
10 11  27 0.5 -1
10   27 0.25 -1
10 63 45 28 1 -1
10 51 65 29 0.333333 -1
10 45  29 0.444444 -1
10   29 0.222222 -1
10 4  30 0.5 -1
10 63  30 0.5 -1
10 11  31 0.571429 -1
10 64 5 31 0.428571 -1
10 12 52 32 0.333333 -1
10   32 0.222222 -1
10 64  32 0.444444 -1
10   33 1 -1
10   34 0.25 -1
10 59 0 34 0.375 -1
10 31 25 34 0.375 -1
10   35 0.25 -1
10 58  35 0.5 -1
10   35 0.25 -1
10 11 61 36 0.5 -1
10 52 63 36 0.5 -1
10   37 0.4 -1
10 29 44 37 0.6 -1
10   38 0.333333 -1
10 1  38 0.666667 -1
10 59  39 0.571429 -1
10 18 47 39 0.428571 -1
10   40 0.25 -1
10 36  40 0.5 -1
10   40 0.25 -1
10   41 1 -1
10 12  42 1 -1
10   43 1 -1
10   44 0.285714 -1
10   44 0.285714 -1
10 28 58 44 0.428571 -1
10 29 3 45 0.3 -1
10 2 0 45 0.3 -1
10 55  45 0.4 -1
10   46 1 -1
10 16 61 47 1 -1
10   48 0.4 -1
10 55 45 48 0.6 -1
10 64 33 49 1 -1
10 32  50 0.333333 -1
10 5  50 0.333333 -1
10 32  50 0.333333 -1
10 5  51 0.5 -1
10   51 0.25 -1
10   51 0.25 -1
10   52 0.285714 -1
10   52 0.285714 -1
10 0 42 52 0.428571 -1
10 6 32 53 0.428571 -1
10   53 0.285714 -1
10   53 0.285714 -1
10 1  54 1 -1
10 59 52 55 0.428571 -1
10 62  55 0.571429 -1
10 45 61 56 0.5 -1
10 5 21 56 0.5 -1
10 31  57 1 -1
10 7 19 58 0.333333 -1
10   58 0.222222 -1
10 59  58 0.444444 -1
10   59 1 -1
10 52 8 60 0.333333 -1
10 57  60 0.444444 -1
10   60 0.222222 -1
10 58  61 1 -1
10 69  62 0.571429 -1
10 2 57 62 0.428571 -1
10 32  63 0.5 -1
10 5  63 0.5 -1
10 66 34 64 1 -1
10 60  65 0.5 -1
10 23  65 0.5 -1
10   66 1 -1
10 17  67 0.363636 -1
10 63  67 0.363636 -1
10 60 2 67 0.272727 -1
10 21  68 0.571429 -1
10 42 8 68 0.428571 -1
10 6  69 1 -1
11 68  0 1 -1
11   1 1 -1
11   2 1 -1
11 25 27 3 0.333333 -1
11 47  3 0.444444 -1
11   3 0.222222 -1
11 50  4 0.571429 -1
11 63 64 4 0.428571 -1
11 25 51 5 0.375 -1
11 3 64 5 0.375 -1
11   5 0.25 -1
11 67  6 1 -1
11   7 1 -1
11   8 0.333333 -1
11 25  8 0.666667 -1
11   9 0.333333 -1
11   9 0.333333 -1
11   9 0.333333 -1
11 46  10 0.444444 -1
11 64 61 10 0.333333 -1
11   10 0.222222 -1
11 60  12 1 -1
11 35 66 13 1 -1
11 64 59 14 0.428571 -1
11   14 0.285714 -1
11   14 0.285714 -1
11 3  15 0.363636 -1
11 6 0 15 0.272727 -1
11 53  15 0.363636 -1
11 60  16 1 -1
11 7  17 1 -1
11 2  18 1 -1
11 30  19 0.666667 -1
11   19 0.333333 -1
11   20 1 -1
11 5  21 1 -1
11   22 1 -1
11 10 58 23 0.3 -1
11 60  23 0.4 -1
11 37 18 23 0.3 -1
11 57  24 0.4 -1
11 35  24 0.4 -1
11   24 0.2 -1
11 47 43 25 0.5 -1
11 16 47 25 0.5 -1
11 5 18 26 1 -1
11   27 0.2 -1
11 17  27 0.4 -1
11 32  27 0.4 -1
11 53  28 0.5 -1
11   28 0.25 -1
11   28 0.25 -1
11 33 58 29 0.3 -1
11 21  29 0.4 -1
11 5 50 29 0.3 -1
11   30 1 -1
11 63  31 1 -1
11 35 59 32 1 -1
11 6 62 33 1 -1
11 8  34 1 -1
11 64  35 1 -1
11 55 65 36 1 -1
11   37 0.222222 -1
11 30 10 37 0.333333 -1
11 67  37 0.444444 -1
11 34 27 38 1 -1
11 35  39 0.571429 -1
11 2 32 39 0.428571 -1
11   40 0.285714 -1
11   40 0.285714 -1
11 2 29 40 0.428571 -1
11   41 0.285714 -1
11   41 0.285714 -1
11 63 43 41 0.428571 -1
11 32  42 1 -1
11   43 0.333333 -1
11 2  43 0.666667 -1
11   44 0.25 -1
11   44 0.25 -1
11 51  44 0.5 -1
11   45 0.5 -1
11   45 0.5 -1
11 0 52 46 0.428571 -1
11   46 0.285714 -1
11   46 0.285714 -1
11 15  47 0.4 -1
11   47 0.2 -1
11 5  47 0.4 -1
11 27  48 0.5 -1
11 61  48 0.5 -1
11 19 10 49 0.5 -1
11 18 57 49 0.5 -1
11   50 0.4 -1
11 2 59 50 0.6 -1
11   51 0.5 -1
11   51 0.5 -1
11 58  52 0.363636 -1
11 8 23 52 0.272727 -1
11 7  52 0.363636 -1
11 23 66 53 0.333333 -1
11   53 0.222222 -1
11 27  53 0.444444 -1
11 6  54 1 -1
11 43  55 0.444444 -1
11 23 66 55 0.333333 -1
11   55 0.222222 -1
11 4  56 0.666667 -1
11   56 0.333333 -1
11 6 10 57 0.428571 -1
11 23  57 0.571429 -1
11 40 48 58 1 -1
11 32  59 0.5 -1
11   59 0.25 -1
11   59 0.25 -1
11   60 1 -1
11   61 0.222222 -1
11 45 23 61 0.333333 -1
11 55  61 0.444444 -1
11   62 0.4 -1
11 6 65 62 0.6 -1
11 41 5 63 0.5 -1
11 68 19 63 0.5 -1
11 32 25 64 0.5 -1
11 62 2 64 0.5 -1
11 47 45 65 1 -1
11 27 6 66 1 -1
11 23 68 67 0.333333 -1
11   67 0.222222 -1
11 59  67 0.444444 -1
11 2 10 68 1 -1
11 32  69 0.444444 -1
11 66 19 69 0.333333 -1
11   69 0.222222 -1
12 11 69 0 0.375 -1
12 64 57 0 0.375 -1
12   0 0.25 -1
12 59 11 1 0.5 -1
12 40 21 1 0.5 -1
12   2 0.5 -1
12   2 0.5 -1
12   3 0.333333 -1
12 68  3 0.666667 -1
12 59 1 4 0.333333 -1
12 59 46 4 0.333333 -1
12 26 53 4 0.333333 -1
12 44 19 5 0.333333 -1
12 41  5 0.444444 -1
12   5 0.222222 -1
12 45  6 1 -1
12 2 29 7 0.428571 -1
12 18  7 0.571429 -1
12 17 31 8 1 -1
12 17 68 9 0.428571 -1
12 47  9 0.571429 -1
12 56 30 10 0.272727 -1
12 56  10 0.363636 -1
12 43  10 0.363636 -1
12   11 0.285714 -1
12   11 0.285714 -1
12 46 54 11 0.428571 -1
12   13 0.285714 -1
12 11 6 13 0.428571 -1
12   13 0.285714 -1
12 64 1 14 0.3 -1
12 0  14 0.4 -1
12 33 61 14 0.3 -1
12   15 1 -1
12   16 0.333333 -1
12 60  16 0.666667 -1
12 5  17 1 -1
12   18 0.333333 -1
12   18 0.333333 -1
12   18 0.333333 -1
12 1  19 0.444444 -1
12   19 0.222222 -1
12 10 64 19 0.333333 -1
12 23 10 20 1 -1
12 6 1 21 0.333333 -1
12 50  21 0.444444 -1
12   21 0.222222 -1
12   22 0.5 -1
12   22 0.5 -1
12 63  23 0.5 -1
12   23 0.25 -1
12   23 0.25 -1
12   24 0.333333 -1
12 27  24 0.666667 -1
12 20 23 25 1 -1
12 69 63 26 0.428571 -1
12 18  26 0.571429 -1
12   27 0.222222 -1
12 45  27 0.444444 -1
12 46 2 27 0.333333 -1
12 8  28 1 -1
12 41 33 29 0.428571 -1
12 20  29 0.571429 -1
12 66 55 30 1 -1
12 25 40 31 0.428571 -1
12   31 0.285714 -1
12   31 0.285714 -1
12 18  32 1 -1
12   33 0.285714 -1
12 45 40 33 0.428571 -1
12   33 0.285714 -1
12 41  34 0.666667 -1
12   34 0.333333 -1
12   35 0.5 -1
12   35 0.5 -1
12 27 1 36 1 -1
12 43 69 37 0.375 -1
12 65 2 37 0.375 -1
12   37 0.25 -1
12   38 0.333333 -1
12 66  38 0.666667 -1
12 68 11 39 1 -1
12 41  40 0.666667 -1
12   40 0.333333 -1
12 23 65 41 0.428571 -1
12 64  41 0.571429 -1
12 23 58 42 0.6 -1
12   42 0.4 -1
12 31 44 43 0.3 -1
12 59  43 0.4 -1
12 31 61 43 0.3 -1
12   44 0.222222 -1
12 35  44 0.444444 -1
12 0 67 44 0.333333 -1
12 1  45 0.5 -1
12 36  45 0.5 -1
12   46 0.333333 -1
12   46 0.333333 -1
12   46 0.333333 -1
12 45 18 47 0.333333 -1
12 44 31 47 0.333333 -1
12 6 64 47 0.333333 -1
12 35 19 48 0.333333 -1
12   48 0.222222 -1
12 60  48 0.444444 -1
12   49 0.285714 -1
12 27 8 49 0.428571 -1
12   49 0.285714 -1
12 23  50 0.363636 -1
12 30 32 50 0.272727 -1
12 17  50 0.363636 -1
12   51 1 -1
12 8  52 1 -1
12   53 0.4 -1
12 3 32 53 0.6 -1
12 21 0 54 0.428571 -1
12   54 0.285714 -1
12   54 0.285714 -1
12   55 0.285714 -1
12 11 18 55 0.428571 -1
12   55 0.285714 -1
12 25 69 56 0.5 -1
12 4 19 56 0.5 -1
12 26 50 57 0.333333 -1
12 19  57 0.444444 -1
12   57 0.222222 -1
12 53  58 0.5 -1
12 3  58 0.5 -1
12   59 0.4 -1
12 54 27 59 0.6 -1
12 10 32 60 0.3 -1
12 35  60 0.4 -1
12 41 20 60 0.3 -1
12 7  61 1 -1
12 50  62 0.571429 -1
12 55 34 62 0.428571 -1
12   63 0.285714 -1
12 5 38 63 0.428571 -1
12   63 0.285714 -1
12 41  64 0.4 -1
12 59  64 0.4 -1
12   64 0.2 -1
12 5  65 1 -1
12 8 43 66 0.3 -1
12 57 32 66 0.3 -1
12 5  66 0.4 -1
12 21  67 1 -1
12 57 7 68 1 -1
12 41  69 1 -1
13 17  0 0.444444 -1
13   0 0.222222 -1
13 35 16 0 0.333333 -1
13 32 61 1 0.375 -1
13   1 0.25 -1
13 10 40 1 0.375 -1
13 64 53 2 0.272727 -1
13 31  2 0.363636 -1
13 27  2 0.363636 -1
13 6  3 0.571429 -1
13 31 16 3 0.428571 -1
13 32 8 4 1 -1
13 68 42 5 1 -1
13 11  6 0.444444 -1
13   6 0.222222 -1
13 66 40 6 0.333333 -1
13 1  7 1 -1
13 32  8 0.333333 -1
13 58  8 0.333333 -1
13 11  8 0.333333 -1
13   9 1 -1
13 53 19 10 0.272727 -1
13 66  10 0.363636 -1
13 63  10 0.363636 -1
13 53  11 0.4 -1
13   11 0.2 -1
13 18  11 0.4 -1
13   12 1 -1
13 43  14 0.363636 -1
13 64  14 0.363636 -1
13 43 60 14 0.272727 -1
13   15 0.25 -1
13 44  15 0.5 -1
13   15 0.25 -1
13 53  16 1 -1
13   17 0.333333 -1
13 35  17 0.666667 -1
13 8  18 0.444444 -1
13   18 0.222222 -1
13 59 31 18 0.333333 -1
13 53 43 19 1 -1
13   20 0.333333 -1
13 10  20 0.666667 -1
13 11  21 0.571429 -1
13 45 23 21 0.428571 -1
13 12  22 0.4 -1
13 1 61 22 0.3 -1
13 18 56 22 0.3 -1
13   23 0.333333 -1
13 5  23 0.666667 -1
13 44 58 24 0.333333 -1
13 7 27 24 0.333333 -1
13 32 62 24 0.333333 -1
13   25 0.25 -1
13   25 0.25 -1
13 53  25 0.5 -1
13   26 1 -1
13 59 66 27 1 -1
13 44 49 28 0.3 -1
13 5  28 0.4 -1
13 53 66 28 0.3 -1
13 6 63 29 0.428571 -1
13 27  29 0.571429 -1
13   30 1 -1
13 35 47 31 0.428571 -1
13 63  31 0.571429 -1
13   32 0.5 -1
13   32 0.5 -1
13 47  33 0.5 -1
13 18  33 0.5 -1
13 32  34 1 -1
13   35 0.2 -1
13 50  35 0.4 -1
13 43  35 0.4 -1
13   36 1 -1
13 5 10 37 1 -1
13   38 0.285714 -1
13 7 40 38 0.428571 -1
13   38 0.285714 -1
13 17  39 1 -1
13   40 0.4 -1
13 64 27 40 0.6 -1
13 63 8 41 0.333333 -1
13 47  41 0.444444 -1
13   41 0.222222 -1
13 59  42 0.4 -1
13 63  42 0.4 -1
13   42 0.2 -1
13   43 0.4 -1
13 65 0 43 0.6 -1
13   44 0.285714 -1
13 43 32 44 0.428571 -1
13   44 0.285714 -1
13 58  45 1 -1
13   46 0.4 -1
13 0 40 46 0.6 -1
13   47 0.333333 -1
13 60  47 0.666667 -1
13 21 45 48 1 -1
13   49 1 -1
13 32  50 0.444444 -1
13 51 18 50 0.333333 -1
13   50 0.222222 -1
13 27  51 0.4 -1
13 10 7 51 0.3 -1
13 45 7 51 0.3 -1
13 19 1 52 1 -1
13 43  53 1 -1
13 57 10 54 1 -1
13 58  55 0.571429 -1
13 46 7 55 0.428571 -1
13 6  56 0.363636 -1
13 44 55 56 0.272727 -1
13 52  56 0.363636 -1
13   57 1 -1
13 21  58 0.666667 -1
13   58 0.333333 -1
13 19 21 59 0.375 -1
13 18 61 59 0.375 -1
13   59 0.25 -1
13   60 1 -1
13 7  61 0.333333 -1
13 51  61 0.333333 -1
13 58  61 0.333333 -1
13   62 1 -1
13   63 1 -1
13   64 0.5 -1
13   64 0.5 -1
13   65 1 -1
13 20 31 66 0.333333 -1
13 16 34 66 0.333333 -1
13 57 69 66 0.333333 -1
13   67 1 -1
13 18  68 0.4 -1
13   68 0.2 -1
13 53  68 0.4 -1
13   69 0.333333 -1
13 11  69 0.666667 -1
14   0 0.5 -1
14   0 0.5 -1
14 46 11 1 0.3 -1
14 5  1 0.4 -1
14 25 65 1 0.3 -1
14 42  2 1 -1
14 21 38 3 1 -1
14 67 2 4 0.428571 -1
14 64  4 0.571429 -1
14 17  5 1 -1
14 7 40 6 1 -1
14 0  7 0.444444 -1
14 53 68 7 0.333333 -1
14   7 0.222222 -1
14 11  8 1 -1
14 27 48 9 1 -1
14   10 0.333333 -1
14 40  10 0.666667 -1
14 1  11 0.363636 -1
14 35 55 11 0.272727 -1
14 53  11 0.363636 -1
14 5 43 12 0.428571 -1
14 32  12 0.571429 -1
14 1  13 0.4 -1
14 45 18 13 0.3 -1
14 0 2 13 0.3 -1
14 10 46 15 0.375 -1
14 7 31 15 0.375 -1
14   15 0.25 -1
14 26  16 1 -1
14 64 6 17 1 -1
14 35  18 1 -1
14 62 2 19 1 -1
14 40  20 0.363636 -1
14 5 35 20 0.272727 -1
14 8  20 0.363636 -1
14 1  21 0.666667 -1
14   21 0.333333 -1
14 3 65 22 0.272727 -1
14 19  22 0.363636 -1
14 5  22 0.363636 -1
14 52  23 0.444444 -1
14   23 0.222222 -1
14 1 21 23 0.333333 -1
14   24 1 -1
14 63 64 25 0.6 -1
14   25 0.4 -1
14 1 30 26 0.5 -1
14 66 53 26 0.5 -1
14 52  27 0.5 -1
14 66  27 0.5 -1
14 53 5 28 1 -1
14 7  29 0.666667 -1
14   29 0.333333 -1
14 1 67 30 0.5 -1
14 41 7 30 0.5 -1
14 54  31 1 -1
14 63  32 0.571429 -1
14 59 0 32 0.428571 -1
14 62  33 1 -1
14 7  34 0.4 -1
14 35 53 34 0.3 -1
14 63 15 34 0.3 -1
14 55 63 35 1 -1
14 25  36 0.4 -1
14 23 69 36 0.3 -1
14 25 6 36 0.3 -1
14 64 29 37 1 -1
14 51 10 38 1 -1
14 41 7 39 1 -1
14 10 64 40 0.333333 -1
14 53 23 40 0.333333 -1
14 31 47 40 0.333333 -1
14 2  41 1 -1
14 31 32 42 1 -1
14 18 41 43 0.3 -1
14 59  43 0.4 -1
14 41 6 43 0.3 -1
14 5  44 0.4 -1
14 35  44 0.4 -1
14   44 0.2 -1
14 64 5 45 1 -1
14 68 38 46 1 -1
14   47 0.222222 -1
14 26  47 0.444444 -1
14 7 5 47 0.333333 -1
14 62 2 48 1 -1
14   49 1 -1
14 53 61 50 0.428571 -1
14 22  50 0.571429 -1
14   51 0.5 -1
14   51 0.5 -1
14 64  52 0.444444 -1
14 11 64 52 0.333333 -1
14   52 0.222222 -1
14 11  53 1 -1
14 45  54 0.444444 -1
14   54 0.222222 -1
14 52 6 54 0.333333 -1
14 43 1 55 0.428571 -1
14 66  55 0.571429 -1
14 3  56 1 -1
14 68 48 57 1 -1
14 11  58 0.571429 -1
14 31 59 58 0.428571 -1
14 11  59 0.444444 -1
14 40 68 59 0.333333 -1
14   59 0.222222 -1
14 5 37 60 0.333333 -1
14 58  60 0.444444 -1
14   60 0.222222 -1
14 3 45 61 1 -1
14 50 4 62 0.333333 -1
14 40 61 62 0.333333 -1
14 41 59 62 0.333333 -1
14 46  63 0.444444 -1
14 31 61 63 0.333333 -1
14   63 0.222222 -1
14   64 1 -1
14 41  65 1 -1
14 63  66 0.571429 -1
14 4 41 66 0.428571 -1
14 10  67 1 -1
14 27  68 0.4 -1
14   68 0.2 -1
14 55  68 0.4 -1
14 47  69 1 -1
15 58 33 0 0.375 -1
15   0 0.25 -1
15 69 19 0 0.375 -1
15 69  1 0.4 -1
15 63 20 1 0.3 -1
15 22 62 1 0.3 -1
15 58  2 0.333333 -1
15 44  2 0.333333 -1
15 52  2 0.333333 -1
15 41 6 3 1 -1
15 5 47 4 0.333333 -1
15 64 7 4 0.333333 -1
15 10 43 4 0.333333 -1
15 31  5 1 -1
15   6 1 -1
15 18  7 0.363636 -1
15 36 41 7 0.272727 -1
15 60  7 0.363636 -1
15 55  8 0.444444 -1
15 42 41 8 0.333333 -1
15   8 0.222222 -1
15 66 7 9 1 -1
15 6 29 10 0.428571 -1
15 58  10 0.571429 -1
15 23 18 11 0.428571 -1
15   11 0.285714 -1
15   11 0.285714 -1
15 7  12 0.5 -1
15 68  12 0.5 -1
15 30  13 0.571429 -1
15 10 69 13 0.428571 -1
15 27 53 14 1 -1
15 49  16 1 -1
15 34 10 17 1 -1
15 20 59 18 0.5 -1
15 53 42 18 0.5 -1
15   19 0.285714 -1
15 10 17 19 0.428571 -1
15   19 0.285714 -1
15 16 38 20 0.428571 -1
15 4  20 0.571429 -1
15 11  21 0.333333 -1
15 53  21 0.333333 -1
15 62  21 0.333333 -1
15 1 0 22 0.6 -1
15   22 0.4 -1
15   23 0.333333 -1
15 21  23 0.666667 -1
15 44  24 1 -1
15 36  25 1 -1
15   26 0.25 -1
15   26 0.25 -1
15 62  26 0.5 -1
15   27 0.5 -1
15   27 0.5 -1
15   28 0.333333 -1
15   28 0.333333 -1
15   28 0.333333 -1
15 8 11 29 1 -1
15 19  30 0.571429 -1
