0 20 47 1 1 -1
0 18  2 1 -1
11 49  8 0.5 -1
11 18  8 0.5 -1
11   9 0.285714 -1
11   9 0.285714 -1
11 17 30 9 0.428571 -1
11 7 24 10 1 -1
11 35  12 0.4 -1
11 4  12 0.4 -1
11   12 0.2 -1
11 42 27 13 1 -1
11 23  14 0.4 -1
11   14 0.2 -1
11 43  14 0.4 -1
11 16  15 0.4 -1
11 1 24 15 0.3 -1
11 35 44 15 0.3 -1
11 10 21 16 0.428571 -1
11 10  16 0.571429 -1
11 7  17 0.5 -1
11 35  17 0.5 -1
11 13 8 18 1 -1
11 30 24 19 0.5 -1
11 13 6 19 0.5 -1
11 13 10 20 1 -1
11 39  21 1 -1
11 15  22 0.4 -1
11 39 45 22 0.3 -1
11 36 34 22 0.3 -1
11   23 0.4 -1
11 6 48 23 0.6 -1
11 41  24 1 -1
11   25 0.25 -1
11 16 32 25 0.375 -1
11 47 13 25 0.375 -1
11   26 0.333333 -1
11   26 0.333333 -1
11   26 0.333333 -1
11 48 35 27 0.5 -1
11 41 35 27 0.5 -1
11 39 13 28 0.428571 -1
11 7  28 0.571429 -1
11 47  29 1 -1
11 17  30 0.4 -1
11   30 0.2 -1
11 34  30 0.4 -1
11   31 1 -1
11 47  32 0.666667 -1
11   32 0.333333 -1
11   33 1 -1
11 23 44 34 0.6 -1
11   34 0.4 -1
11   35 0.25 -1
11   35 0.25 -1
11 42  35 0.5 -1
11 15 48 36 0.6 -1
11   36 0.4 -1
11 47 48 37 0.375 -1
11 7 18 37 0.375 -1
11   37 0.25 -1
11 3  38 1 -1
11 47 31 39 0.272727 -1
11 37  39 0.363636 -1
11 13  39 0.363636 -1
11 41  40 0.666667 -1
11   40 0.333333 -1
11 8 30 41 0.333333 -1
11 13 21 41 0.333333 -1
11 18 13 41 0.333333 -1
11 7 13 42 0.3 -1
11 21 44 42 0.3 -1
11 18  42 0.4 -1
11 35 10 43 0.333333 -1
11 23 38 43 0.333333 -1
11 18 3 43 0.333333 -1
11 31 36 44 0.272727 -1
11 30  44 0.363636 -1
11 10  44 0.363636 -1
11 15  45 0.5 -1
11   45 0.25 -1
11   45 0.25 -1
11 44 41 46 1 -1
11   47 1 -1
11 0 38 48 1 -1
11   49 1 -1
12 29  0 0.666667 -1
12   0 0.333333 -1
12 40 31 1 1 -1
12 4 48 2 0.428571 -1
12   2 0.285714 -1
12   2 0.285714 -1
12 32  3 1 -1
12 16 29 4 0.3 -1
12 10 49 4 0.3 -1
12 21  4 0.4 -1
12 40  5 0.571429 -1
12 47 2 5 0.428571 -1
12 49 24 6 0.3 -1
12 49  6 0.4 -1
12 23 41 6 0.3 -1
12 37 43 7 1 -1
12 45  8 0.5 -1
12 42  8 0.5 -1
12   9 1 -1
12 36 2 10 0.428571 -1
12   10 0.285714 -1
12   10 0.285714 -1
12 43  11 1 -1
12 6 5 13 0.6 -1
12   13 0.4 -1
12 47 20 14 0.6 -1
12   14 0.4 -1
12 9 18 15 1 -1
12   16 1 -1
12 3  17 1 -1
12 40 37 18 1 -1
12 27  19 1 -1
12   20 1 -1
12 6 3 21 1 -1
12 29 17 22 0.428571 -1
12 27  22 0.571429 -1
12   23 0.25 -1
12 13 20 23 0.375 -1
12 21 9 23 0.375 -1
12 18  24 0.5 -1
12 48  24 0.5 -1
12 43  25 1 -1
12 13  26 1 -1
12 45  27 0.5 -1
12 31  27 0.5 -1
12 13 15 28 0.6 -1
12   28 0.4 -1
12 23  29 0.571429 -1
12 48 21 29 0.428571 -1
12 18  30 1 -1
12 49  31 0.333333 -1
12 17  31 0.333333 -1
12 38  31 0.333333 -1
12   32 0.333333 -1
12 23  32 0.666667 -1
12 27  33 1 -1
12   34 0.4 -1
12 8 47 34 0.6 -1
12 2 24 35 0.3 -1
12 3  35 0.4 -1
12 49 23 35 0.3 -1
12   36 0.5 -1
12   36 0.5 -1
12 31  37 0.571429 -1
12 43 3 37 0.428571 -1
12 20  38 1 -1
12 3 13 39 0.375 -1
12 48 44 39 0.375 -1
12   39 0.25 -1
12 48  40 0.444444 -1
12 5 21 40 0.333333 -1
12   40 0.222222 -1
12   41 0.285714 -1
12 44 0 41 0.428571 -1
12   41 0.285714 -1
12 11  42 1 -1
12 32 49 43 0.375 -1
12 39 20 43 0.375 -1
12   43 0.25 -1
12 10  44 0.363636 -1
12 35  44 0.363636 -1
12 10 41 44 0.272727 -1
12   45 0.2 -1
12 18  45 0.4 -1
12 41  45 0.4 -1
12   46 1 -1
12   47 0.5 -1
12   47 0.5 -1
12 44 49 48 0.5 -1
12 9 35 48 0.5 -1
12 0  49 0.571429 -1
12 43 4 49 0.428571 -1
13   0 0.333333 -1
13 47  0 0.666667 -1
13 10  1 1 -1
13 20 47 2 1 -1
13   3 1 -1
13 39 38 4 0.5 -1
13 48 29 4 0.5 -1
13 38 20 5 0.333333 -1
13 7 11 5 0.333333 -1
13 38 21 5 0.333333 -1
13 31  6 0.444444 -1
13   6 0.222222 -1
13 30 49 6 0.333333 -1
13 47 2 7 0.428571 -1
13 37  7 0.571429 -1
13 40 1 8 0.428571 -1
13   8 0.285714 -1
13   8 0.285714 -1
13   9 1 -1
13 14 0 10 0.375 -1
13 3 21 10 0.375 -1
13   10 0.25 -1
13 49 39 11 0.6 -1
13   11 0.4 -1
13 17 44 12 0.6 -1
13   12 0.4 -1
13 49  14 1 -1
13   15 0.2 -1
13 0  15 0.4 -1
13 30  15 0.4 -1
13   16 0.333333 -1
13   16 0.333333 -1
13   16 0.333333 -1
13 26  17 1 -1
13   18 0.222222 -1
13 0 41 18 0.333333 -1
13 24  18 0.444444 -1
13 16  19 0.571429 -1
13 26 48 19 0.428571 -1
13   20 0.285714 -1
13   20 0.285714 -1
13 10 43 20 0.428571 -1
13 0  21 0.666667 -1
13   21 0.333333 -1
13   22 0.333333 -1
13 37  22 0.666667 -1
13   23 1 -1
13   24 0.222222 -1
13 17 0 24 0.333333 -1
13 36  24 0.444444 -1
13 12 43 25 0.6 -1
13   25 0.4 -1
13 34  26 0.363636 -1
13 8  26 0.363636 -1
13 29 35 26 0.272727 -1
13 49 43 27 0.5 -1
13 40 24 27 0.5 -1
13 35  28 1 -1
13   29 0.222222 -1
13 37 49 29 0.333333 -1
13 43  29 0.444444 -1
13 18 3 30 1 -1
13 9 35 31 0.428571 -1
13 8  31 0.571429 -1
13   32 1 -1
13 9  33 1 -1
13 47 35 34 1 -1
13 32 10 35 0.428571 -1
13 37  35 0.571429 -1
13 27 5 36 0.333333 -1
13 35 44 36 0.333333 -1
13 47 7 36 0.333333 -1
13 42  37 1 -1
13 31 42 38 0.6 -1
13   38 0.4 -1
13 41  39 0.666667 -1
13   39 0.333333 -1
13   40 0.285714 -1
13 15 43 40 0.428571 -1
13   40 0.285714 -1
13   41 0.4 -1
13 20 45 41 0.6 -1
13 10 34 42 0.5 -1
13 37 43 42 0.5 -1
13   43 0.222222 -1
13 8 0 43 0.333333 -1
13 38  43 0.444444 -1
13 20 14 44 0.333333 -1
13 38  44 0.444444 -1
13   44 0.222222 -1
13   45 0.222222 -1
13 2  45 0.444444 -1
13 41 2 45 0.333333 -1
13 8 20 46 1 -1
13 3 12 47 1 -1
13 47  48 0.5 -1
13 35  48 0.5 -1
13 21 0 49 0.6 -1
13   49 0.4 -1
14 6 37 0 0.3 -1
14 2  0 0.4 -1
14 48 47 0 0.3 -1
14 21  1 0.5 -1
14 18  1 0.5 -1
14   2 1 -1
14 45  3 0.571429 -1
14 18 21 3 0.428571 -1
14 7 44 4 1 -1
14   5 0.25 -1
14   5 0.25 -1
14 6  5 0.5 -1
14   6 1 -1
14 47 28 7 1 -1
14   8 0.5 -1
14   8 0.5 -1
14 10  9 0.4 -1
14 43  9 0.4 -1
14   9 0.2 -1
14 45  10 0.571429 -1
14 12 34 10 0.428571 -1
14 27  11 0.666667 -1
14   11 0.333333 -1
14 41 37 12 0.272727 -1
14 48  12 0.363636 -1
14 43  12 0.363636 -1
14   13 0.4 -1
14 47 45 13 0.6 -1
14   15 0.25 -1
14   15 0.25 -1
14 36  15 0.5 -1
14   16 0.4 -1
14 13 40 16 0.6 -1
14 45  17 0.363636 -1
14 10 2 17 0.272727 -1
14 45  17 0.363636 -1
14   18 1 -1
14 17 44 19 1 -1
14 2 23 20 1 -1
14 39 47 21 0.6 -1
14   21 0.4 -1
14   22 0.25 -1
14 38  22 0.5 -1
14   22 0.25 -1
14   23 0.4 -1
14 42 6 23 0.6 -1
14 49 2 24 1 -1
14   25 0.4 -1
14 16 41 25 0.6 -1
14   26 0.5 -1
14   26 0.5 -1
14 48 49 27 0.5 -1
14 18 10 27 0.5 -1
14 36 30 28 0.333333 -1
14 23  28 0.444444 -1
14   28 0.222222 -1
14 0  29 0.5 -1
14 13  29 0.5 -1
14   30 0.222222 -1
14 48  30 0.444444 -1
14 35 27 30 0.333333 -1
14   31 1 -1
14   32 1 -1
14 23  33 0.4 -1
14 16  33 0.4 -1
14   33 0.2 -1
14 45  34 0.333333 -1
14 41  34 0.333333 -1
14 3  34 0.333333 -1
14 21 20 35 1 -1
14   36 1 -1
14 44  37 1 -1
14 9 18 38 1 -1
14 35 0 39 0.333333 -1
14 36  39 0.444444 -1
14   39 0.222222 -1
14   40 1 -1
14   41 0.5 -1
14   41 0.5 -1
14   42 1 -1
14   43 1 -1
14   44 1 -1
14 13  45 1 -1
14 32 24 46 0.5 -1
14 9 37 46 0.5 -1
14 49  47 1 -1
14 17  48 0.666667 -1
14   48 0.333333 -1
14   49 1 -1
15 41  0 0.666667 -1
15   0 0.333333 -1
15 7 35 1 0.428571 -1
15 7  1 0.571429 -1
15   2 0.5 -1
15   2 0.5 -1
15 27 38 3 0.272727 -1
15 21  3 0.363636 -1
15 47  3 0.363636 -1
15 3  4 1 -1
15 4  5 0.5 -1
15 8  5 0.5 -1
15 7  6 0.363636 -1
15 35  6 0.363636 -1
15 43 49 6 0.272727 -1
15   7 1 -1
15   8 0.222222 -1
15 7  8 0.444444 -1
15 9 21 8 0.333333 -1
15   9 0.2 -1
15 42  9 0.4 -1
15 38  9 0.4 -1
15 39  10 0.571429 -1
15 7 49 10 0.428571 -1
15   11 0.333333 -1
15 43  11 0.666667 -1
15 3  12 0.5 -1
15   12 0.25 -1
15   12 0.25 -1
15 21  13 0.444444 -1
15   13 0.222222 -1
15 20 35 13 0.333333 -1
15 38  14 0.444444 -1
15 21 20 14 0.333333 -1
15   14 0.222222 -1
15 32  16 1 -1
15 45 8 17 0.375 -1
15   17 0.25 -1
15 41 44 17 0.375 -1
15 41  18 0.4 -1
15 20 2 18 0.3 -1
15 48 45 18 0.3 -1
15   19 0.222222 -1
15 30  19 0.444444 -1
15 2 5 19 0.333333 -1
15   20 1 -1
15 48 10 21 0.5 -1
15 48 7 21 0.5 -1
15   22 1 -1
15   23 0.2 -1
15 29  23 0.4 -1
15 2  23 0.4 -1
15   24 0.5 -1
15   24 0.5 -1
15   25 1 -1
15 6 10 26 0.5 -1
15 45 47 26 0.5 -1
15 35  27 0.4 -1
15   27 0.2 -1
15 45  27 0.4 -1
15 13 4 28 0.375 -1
15   28 0.25 -1
15 18 6 28 0.375 -1
15   29 1 -1
15 7  30 1 -1
15   31 0.222222 -1
15 45  31 0.444444 -1
15 41 13 31 0.333333 -1
15 29  32 1 -1
15   33 0.333333 -1
15   33 0.333333 -1
15   33 0.333333 -1
15 44 7 34 0.3 -1
15 38 0 34 0.3 -1
15 33  34 0.4 -1
15 47  35 0.571429 -1
15 43 26 35 0.428571 -1
15   36 1 -1
15 2 10 37 0.5 -1
15 40 14 37 0.5 -1
15 16 28 38 0.375 -1
15 45 16 38 0.375 -1
15   38 0.25 -1
15 3 13 39 0.6 -1
15   39 0.4 -1
15 35  40 0.4 -1
15 45  40 0.4 -1
15   40 0.2 -1
15 48 0 41 0.375 -1
15   41 0.25 -1
15 38 39 41 0.375 -1
15 18  42 0.333333 -1
15 29  42 0.333333 -1
15 3  42 0.333333 -1
15   43 0.4 -1
15 24 20 43 0.6 -1
15 11  44 0.363636 -1
15 23 11 44 0.272727 -1
15 24  44 0.363636 -1
15   45 0.222222 -1
15 32  45 0.444444 -1
15 2 10 45 0.333333 -1
15   46 0.333333 -1
15   46 0.333333 -1
15   46 0.333333 -1
15 11  47 1 -1
15   48 1 -1
15   49 0.4 -1
15 14 2 49 0.6 -1
16 18  0 0.4 -1
16   0 0.2 -1
16 49  0 0.4 -1
16 26  1 0.4 -1
16 8  1 0.4 -1
16   1 0.2 -1
16 24  2 0.4 -1
16 10 44 2 0.3 -1
16 7 6 2 0.3 -1
16   3 0.2 -1
16 36  3 0.4 -1
16 39  3 0.4 -1
16   4 0.222222 -1
16 47 40 4 0.333333 -1
16 5  4 0.444444 -1
16 9  5 0.666667 -1
16   5 0.333333 -1
16 13  6 0.666667 -1
16   6 0.333333 -1
16 23  7 0.571429 -1
16 48 9 7 0.428571 -1
16 24 47 8 1 -1
16 2 35 9 0.272727 -1
16 29  9 0.363636 -1
16 43  9 0.363636 -1
16   10 1 -1
16   11 1 -1
16 49  12 0.444444 -1
16 13 4 12 0.333333 -1
16   12 0.222222 -1
16   13 1 -1
16 21  14 0.571429 -1
16 43 2 14 0.428571 -1
16 18 1 15 0.375 -1
16 44 18 15 0.375 -1
16   15 0.25 -1
16   17 1 -1
16   18 0.25 -1
16   18 0.25 -1
16 47  18 0.5 -1
16 0  19 1 -1
16 36 11 20 0.3 -1
16 0  20 0.4 -1
16 39 35 20 0.3 -1
16 18  21 0.5 -1
16 0  21 0.5 -1
16 17 33 22 0.5 -1
16 24 37 22 0.5 -1
16 27 49 23 1 -1
16 33  24 1 -1
16   25 0.333333 -1
16 8  25 0.666667 -1
16   26 0.4 -1
16 5 44 26 0.6 -1
16 3 21 27 0.428571 -1
16   27 0.285714 -1
16   27 0.285714 -1
16 10 47 28 1 -1
16 34  29 0.444444 -1
16   29 0.222222 -1
16 13 44 29 0.333333 -1
16 9 37 30 0.375 -1
16 23 48 30 0.375 -1
16   30 0.25 -1
16 17  31 0.571429 -1
16 48 11 31 0.428571 -1
16 48 20 32 0.6 -1
16   32 0.4 -1
16 39  33 1 -1
16   34 0.333333 -1
16 0  34 0.666667 -1
16 47 31 35 0.333333 -1
16   35 0.222222 -1
16 13  35 0.444444 -1
16 43 21 36 0.428571 -1
16   36 0.285714 -1
16   36 0.285714 -1
16 48 30 37 1 -1
16 32  38 0.5 -1
16   38 0.25 -1
16   38 0.25 -1
16   39 1 -1
16 1  40 0.363636 -1
16 21 0 40 0.272727 -1
16 35  40 0.363636 -1
16 45 37 41 1 -1
16   42 1 -1
16   43 0.25 -1
16   43 0.25 -1
16 7  43 0.5 -1
16 11 20 44 1 -1
16   45 0.2 -1
16 15  45 0.4 -1
16 21  45 0.4 -1
16 7  46 0.666667 -1
16   46 0.333333 -1
16 24  47 0.5 -1
16 41  47 0.5 -1
16 10  48 1 -1
16 37 30 49 0.428571 -1
16 6  49 0.571429 -1
17   0 0.2 -1
17 49  0 0.4 -1
17 45  0 0.4 -1
17 35  1 0.363636 -1
17 21 38 1 0.272727 -1
17 13  1 0.363636 -1
17   2 1 -1
17   3 0.4 -1
17 18 22 3 0.6 -1
17 23  4 0.444444 -1
17 36 11 4 0.333333 -1
17   4 0.222222 -1
17 18  5 1 -1
17 44  6 0.666667 -1
17   6 0.333333 -1
17   7 0.285714 -1
17   7 0.285714 -1
17 40 35 7 0.428571 -1
17   8 0.333333 -1
17   8 0.333333 -1
17   8 0.333333 -1
17   9 0.5 -1
17   9 0.5 -1
17   10 0.25 -1
17 8  10 0.5 -1
17   10 0.25 -1
17 47  11 0.4 -1
17   11 0.2 -1
17 44  11 0.4 -1
17 7  12 1 -1
17   13 0.4 -1
17 10 11 13 0.6 -1
17 38  14 1 -1
17 2  15 0.666667 -1
17   15 0.333333 -1
17 46 44 16 0.6 -1
17   16 0.4 -1
17   18 1 -1
17 30  19 0.571429 -1
17 1 40 19 0.428571 -1
17   20 1 -1
17 27  21 0.571429 -1
17 0 11 21 0.428571 -1
17 40 39 22 1 -1
17 0  23 0.666667 -1
17   23 0.333333 -1
17   24 0.4 -1
17 21 18 24 0.6 -1
17 24  25 1 -1
17 33 0 26 0.428571 -1
17 2  26 0.571429 -1
17 13 40 27 0.5 -1
17 37 45 27 0.5 -1
17 35 43 28 1 -1
17   29 0.333333 -1
17 8  29 0.666667 -1
17   30 0.333333 -1
17 39  30 0.666667 -1
17 35 45 31 0.428571 -1
17 10  31 0.571429 -1
17   32 0.285714 -1
17 30 0 32 0.428571 -1
17   32 0.285714 -1
17 3 21 33 1 -1
17 37 25 34 1 -1
17 0  35 0.4 -1
17   35 0.2 -1
17 25  35 0.4 -1
17 11  36 0.4 -1
17 47  36 0.4 -1
17   36 0.2 -1
17 0  37 0.5 -1
17 45  37 0.5 -1
17 24 14 38 1 -1
17 36  39 0.5 -1
17 49  39 0.5 -1
17 11  40 0.4 -1
17 31 21 40 0.3 -1
17 16 18 40 0.3 -1
17 3 23 41 0.375 -1
17 10 1 41 0.375 -1
17   41 0.25 -1
17   42 1 -1
17 9  43 1 -1
17 33 12 44 0.375 -1
17 47 0 44 0.375 -1
17   44 0.25 -1
17   45 0.2 -1
17 38  45 0.4 -1
17 49  45 0.4 -1
17   46 0.285714 -1
17 0 21 46 0.428571 -1
17   46 0.285714 -1
17 48 8 47 0.333333 -1
17 35 44 47 0.333333 -1
17 24 0 47 0.333333 -1
17 18 3 48 1 -1
17   49 0.222222 -1
17 10 47 49 0.333333 -1
17 18  49 0.444444 -1
18 39 43 0 1 -1
18 10 39 1 1 -1
18   2 1 -1
18 11  3 1 -1
18 49  4 0.666667 -1
18   4 0.333333 -1
18   5 0.5 -1
18   5 0.5 -1
18 7 21 6 0.5 -1
18 37 23 6 0.5 -1
18   7 0.285714 -1
18   7 0.285714 -1
18 2 38 7 0.428571 -1
18 44  8 0.571429 -1
18 21 7 8 0.428571 -1
18 27  9 0.363636 -1
18 0 20 9 0.272727 -1
18 31  9 0.363636 -1
18 0 3 10 1 -1
18 7  11 1 -1
18 38 20 12 0.6 -1
18   12 0.4 -1
18   13 0.5 -1
18   13 0.5 -1
18 10  14 0.333333 -1
18 7  14 0.333333 -1
18 11  14 0.333333 -1
18 43 20 15 1 -1
18 23 0 16 1 -1
18 21  17 1 -1
18 9 44 19 0.333333 -1
18 6 42 19 0.333333 -1
18 10 22 19 0.333333 -1
18   20 0.5 -1
18   20 0.5 -1
18 39 48 21 0.5 -1
18 44 31 21 0.5 -1
18 7 45 22 0.272727 -1
18 38  22 0.363636 -1
18 13  22 0.363636 -1
18 47  23 0.5 -1
18 14  23 0.5 -1
18   24 0.285714 -1
18 47 20 24 0.428571 -1
18   24 0.285714 -1
18 2  25 1 -1
18   26 1 -1
18   27 0.25 -1
18 9 11 27 0.375 -1
18 10 41 27 0.375 -1
18   28 0.5 -1
18   28 0.5 -1
18 44 23 29 0.375 -1
18   29 0.25 -1
18 21 9 29 0.375 -1
18 44  30 1 -1
18 45  31 0.363636 -1
18 23  31 0.363636 -1
18 13 15 31 0.272727 -1
18 2 39 32 0.333333 -1
18   32 0.222222 -1
18 2  32 0.444444 -1
18 44 49 33 0.428571 -1
18 7  33 0.571429 -1
18 49 20 34 1 -1
18 17  35 0.444444 -1
18   35 0.222222 -1
18 20 44 35 0.333333 -1
18   36 0.222222 -1
18 32 17 36 0.333333 -1
18 24  36 0.444444 -1
18   37 0.4 -1
18 11 7 37 0.6 -1
18 5 48 38 0.5 -1
18 35 48 38 0.5 -1
18 40  39 0.571429 -1
18 48 35 39 0.428571 -1
18 37 35 40 0.428571 -1
18 30  40 0.571429 -1
18 31  41 1 -1
18 30 35 42 0.5 -1
18 2 30 42 0.5 -1
18   43 0.5 -1
18   43 0.5 -1
18   44 0.5 -1
18   44 0.5 -1
18 0 13 45 0.5 -1
18 9 23 45 0.5 -1
18   46 0.333333 -1
18   46 0.333333 -1
18   46 0.333333 -1
18 44  47 0.363636 -1
18 24 43 47 0.272727 -1
18 0  47 0.363636 -1
18 2  48 0.666667 -1
18   48 0.333333 -1
18   49 1 -1
19 22 45 0 0.428571 -1
19 9  0 0.571429 -1
19 23 44 1 0.6 -1
19   1 0.4 -1
19 18 41 2 1 -1
19 6  3 0.666667 -1
19   3 0.333333 -1
19 1  4 0.444444 -1
19 35 7 4 0.333333 -1
19   4 0.222222 -1
19 48 15 5 0.3 -1
19 43  5 0.4 -1
19 21 18 5 0.3 -1
19   6 0.25 -1
19   6 0.25 -1
19 8  6 0.5 -1
19 16  7 0.4 -1
19   7 0.2 -1
19 8  7 0.4 -1
19 6  8 1 -1
19   9 1 -1
19 35  10 0.333333 -1
19 47  10 0.333333 -1
19 32  10 0.333333 -1
19 18 10 11 0.333333 -1
19 14  11 0.444444 -1
19   11 0.222222 -1
19 8  12 0.363636 -1
19 3  12 0.363636 -1
19 24 34 12 0.272727 -1
19   13 1 -1
19 45  14 0.666667 -1
19   14 0.333333 -1
19 20  15 1 -1
19 7 5 16 0.428571 -1
19   16 0.285714 -1
19   16 0.285714 -1
19 6 48 17 0.6 -1
19   17 0.4 -1
19 37 44 18 0.3 -1
19 49  18 0.4 -1
19 6 9 18 0.3 -1
19   20 0.222222 -1
19 8  20 0.444444 -1
19 36 41 20 0.333333 -1
19 44 31 21 0.333333 -1
19   21 0.222222 -1
19 4  21 0.444444 -1
19 45  22 0.444444 -1
19   22 0.222222 -1
19 35 17 22 0.333333 -1
19   23 0.333333 -1
19 48  23 0.666667 -1
19 47 17 24 0.3 -1
19 44 5 24 0.3 -1
19 36  24 0.4 -1
19 17  25 0.571429 -1
19 20 21 25 0.428571 -1
19 16 37 26 0.3 -1
19 36  26 0.4 -1
19 23 33 26 0.3 -1
19   27 0.4 -1
19 21 20 27 0.6 -1
19   28 1 -1
19 27 47 29 1 -1
19   30 0.5 -1
19   30 0.5 -1
19 21 43 31 0.428571 -1
19 47  31 0.571429 -1
19   32 0.25 -1
19 5  32 0.5 -1
19   32 0.25 -1
19 24  33 0.571429 -1
19 18 10 33 0.428571 -1
19 42  34 1 -1
19   35 0.2 -1
19 38  35 0.4 -1
19 36  35 0.4 -1
19 5 38 36 0.375 -1
19 42 38 36 0.375 -1
19   36 0.25 -1
19 24 8 37 1 -1
19 21 3 38 1 -1
19   39 0.25 -1
19 18 9 39 0.375 -1
19 35 21 39 0.375 -1
19   40 1 -1
19 47 9 41 0.375 -1
19 26 20 41 0.375 -1
19   41 0.25 -1
19   42 0.25 -1
19   42 0.25 -1
19 40  42 0.5 -1
19 30  43 1 -1
19   44 0.333333 -1
19 13  44 0.666667 -1
19 17 0 45 1 -1
19 2 21 46 0.6 -1
19   46 0.4 -1
19   47 0.5 -1
19   47 0.5 -1
19 35 1 48 0.272727 -1
19 35  48 0.363636 -1
19 30  48 0.363636 -1
19 17  49 1 -1
20 38 3 0 1 -1
20 37 32 1 1 -1
20 38 24 2 1 -1
20   3 0.222222 -1
20 44  3 0.444444 -1
20 6 23 3 0.333333 -1
20 17  4 0.4 -1
20 30 16 4 0.3 -1
20 17 23 4 0.3 -1
20 10 2 5 0.5 -1
20 21 28 5 0.5 -1
20   6 0.285714 -1
20   6 0.285714 -1
20 13 43 6 0.428571 -1
20 5  7 1 -1
20 38  8 0.363636 -1
20 15  8 0.363636 -1
20 49 41 8 0.272727 -1
20 21 18 9 1 -1
20 41  10 1 -1
20 18  11 1 -1
20 34 43 12 0.272727 -1
20 44  12 0.363636 -1
20 38  12 0.363636 -1
20   13 0.5 -1
20   13 0.5 -1
20 18  14 0.571429 -1
20 4 21 14 0.428571 -1
20   15 1 -1
20 47 3 16 1 -1
20 30 10 17 0.375 -1
20   17 0.25 -1
20 18 24 17 0.375 -1
20 42 2 18 0.5 -1
20 49 32 18 0.5 -1
20   19 0.25 -1
20 0  19 0.5 -1
20   19 0.25 -1
20 37  21 1 -1
20   22 0.333333 -1
20 6  22 0.666667 -1
20 39  23 0.444444 -1
20   23 0.222222 -1
20 43 47 23 0.333333 -1
20 41 39 24 0.5 -1
20 44 13 24 0.5 -1
20   25 0.222222 -1
20 9 18 25 0.333333 -1
20 31  25 0.444444 -1
20 15 47 26 0.428571 -1
20 4  26 0.571429 -1
20 9 48 27 0.3 -1
20 15 48 27 0.3 -1
20 29  27 0.4 -1
20 45 0 28 1 -1
20 37 6 29 0.428571 -1
20 1  29 0.571429 -1
20 0 11 30 0.428571 -1
20   30 0.285714 -1
20   30 0.285714 -1
20 14  31 0.5 -1
20 21  31 0.5 -1
20   32 0.2 -1
20 3  32 0.4 -1
20 41  32 0.4 -1
20   33 1 -1
20 43  34 0.5 -1
20 3  34 0.5 -1
20 9 10 35 0.428571 -1
20   35 0.285714 -1
20   35 0.285714 -1
20   36 0.333333 -1
20   36 0.333333 -1
20   36 0.333333 -1
20 11 23 37 0.6 -1
20   37 0.4 -1
20   38 1 -1
20   39 0.4 -1
20 35 45 39 0.6 -1
20 48 10 40 0.272727 -1
20 3  40 0.363636 -1
20 47  40 0.363636 -1
20   41 0.5 -1
20   41 0.5 -1
20 38 27 42 0.375 -1
20 0 10 42 0.375 -1
20   42 0.25 -1
20 24  43 1 -1
20 45 3 44 1 -1
20 24  45 0.4 -1
20 5  45 0.4 -1
20   45 0.2 -1
20 45 3 46 0.333333 -1
20   46 0.222222 -1
20 21  46 0.444444 -1
20 15  47 0.571429 -1
20 23 45 47 0.428571 -1
20 35 7 48 0.272727 -1
20 35  48 0.363636 -1
20 8  48 0.363636 -1
20 13  49 0.5 -1
20 23  49 0.5 -1
21   0 0.333333 -1
21   0 0.333333 -1
21   0 0.333333 -1
21   1 1 -1
21 41  2 0.666667 -1
21   2 0.333333 -1
21 15  3 0.666667 -1
21   3 0.333333 -1
21 43 13 4 0.6 -1
21   4 0.4 -1
21 11  5 1 -1
21 23  6 1 -1
21   7 1 -1
21 0 45 8 1 -1
21   9 0.4 -1
21 35 15 9 0.6 -1
21   10 0.25 -1
21 36 38 10 0.375 -1
21 35 44 10 0.375 -1
21 41  11 0.333333 -1
21 10  11 0.333333 -1
21 0  11 0.333333 -1
21   12 0.333333 -1
21 45  12 0.666667 -1
21 39 10 13 0.3 -1
21 23  13 0.4 -1
21 45 15 13 0.3 -1
21   14 0.2 -1
21 20  14 0.4 -1
21 36  14 0.4 -1
21 31  15 1 -1
21 45 6 16 1 -1
21 47  17 0.363636 -1
21 10  17 0.363636 -1
21 40 26 17 0.272727 -1
21 48  18 0.444444 -1
21   18 0.222222 -1
21 23 11 18 0.333333 -1
21 36  19 0.571429 -1
21 2 20 19 0.428571 -1
21 32  20 0.363636 -1
21 41 46 20 0.272727 -1
21 23  20 0.363636 -1
21 0 39 22 0.375 -1
21 5 30 22 0.375 -1
21   22 0.25 -1
21   23 0.285714 -1
21   23 0.285714 -1
21 18 10 23 0.428571 -1
21 3 0 24 1 -1
21 16  25 0.333333 -1
21 40  25 0.333333 -1
21 41  25 0.333333 -1
21 42  26 0.444444 -1
21 18 6 26 0.333333 -1
21   26 0.222222 -1
21 49  27 0.444444 -1
21 0 40 27 0.333333 -1
21   27 0.222222 -1
21 39 45 28 0.333333 -1
21 38  28 0.444444 -1
21   28 0.222222 -1
21 2 13 29 0.6 -1
21   29 0.4 -1
21 35  30 1 -1
21   31 0.4 -1
21 49 18 31 0.6 -1
21 0  32 0.666667 -1
21   32 0.333333 -1
21 8  33 0.666667 -1
21   33 0.333333 -1
21 24  34 0.4 -1
21   34 0.2 -1
21 45  34 0.4 -1
21 13  35 0.363636 -1
21 11  35 0.363636 -1
21 38 47 35 0.272727 -1
21   36 1 -1
21   37 0.25 -1
21   37 0.25 -1
21 45  37 0.5 -1
21 16  38 1 -1
21 44 2 39 0.3 -1
21 18  39 0.4 -1
