0 10  1 1 -1
9 35 49 2 0.428571 -1
9   2 0.285714 -1
9 53  3 0.5 -1
9 47  3 0.5 -1
9   4 0.5 -1
9   4 0.5 -1
9   5 0.333333 -1
9   5 0.333333 -1
9   5 0.333333 -1
9 43 3 6 0.6 -1
9   6 0.4 -1
9   7 1 -1
9 42  8 0.5 -1
9   8 0.25 -1
9   8 0.25 -1
9   10 1 -1
9 8  11 0.666667 -1
9   11 0.333333 -1
9   12 0.25 -1
9 47  12 0.5 -1
9   12 0.25 -1
9   13 0.333333 -1
9   13 0.333333 -1
9   13 0.333333 -1
9 35 57 14 1 -1
9   15 0.285714 -1
9   15 0.285714 -1
9 47 53 15 0.428571 -1
9 52  16 0.4 -1
9 15 3 16 0.3 -1
9 15 21 16 0.3 -1
9 31  17 1 -1
9 47 25 18 0.333333 -1
9 5  18 0.444444 -1
9   18 0.222222 -1
9   19 0.333333 -1
9 0  19 0.666667 -1
9 25 36 20 0.375 -1
9 47 56 20 0.375 -1
9   20 0.25 -1
9 46  21 0.5 -1
9 5  21 0.5 -1
9 33  22 0.444444 -1
9 27 28 22 0.333333 -1
9   22 0.222222 -1
9   23 0.222222 -1
9 35 54 23 0.333333 -1
9 53  23 0.444444 -1
9 4 1 24 0.5 -1
9 56 36 24 0.5 -1
9   25 0.4 -1
9 43 56 25 0.6 -1
9 0  26 0.571429 -1
9 7 8 26 0.428571 -1
9 19  27 0.4 -1
9 35 2 27 0.3 -1
9 4 57 27 0.3 -1
9   28 0.333333 -1
9 5  28 0.666667 -1
9   29 0.2 -1
9 47  29 0.4 -1
9 8  29 0.4 -1
9 43  30 0.444444 -1
9 29 27 30 0.333333 -1
9   30 0.222222 -1
9 46  31 0.363636 -1
9 42  31 0.363636 -1
9 58 5 31 0.272727 -1
9 4 26 32 1 -1
9   33 1 -1
9   34 0.333333 -1
9 43  34 0.666667 -1
9 25  35 1 -1
9 24 33 36 1 -1
9 24 47 37 1 -1
9 30 5 38 1 -1
9 47  39 0.363636 -1
9 33  39 0.363636 -1
9 53 8 39 0.272727 -1
9   40 0.333333 -1
9 30  40 0.666667 -1
9 13 1 41 1 -1
9 36 29 42 0.333333 -1
9 24 33 42 0.333333 -1
9 24 23 42 0.333333 -1
9 31  43 0.5 -1
9   43 0.25 -1
9   43 0.25 -1
9 43 21 44 0.6 -1
9   44 0.4 -1
9 10 15 45 0.6 -1
9   45 0.4 -1
9 57  46 1 -1
9   47 0.4 -1
9 24 37 47 0.6 -1
9 16 53 48 0.5 -1
9 55 11 48 0.5 -1
9 27  49 0.333333 -1
9 53  49 0.333333 -1
9 2  49 0.333333 -1
9   50 0.333333 -1
9   50 0.333333 -1
9   50 0.333333 -1
9 30  51 0.4 -1
9 22  51 0.4 -1
9   51 0.2 -1
9 5  52 0.5 -1
9 46  52 0.5 -1
9 16 29 53 0.428571 -1
9 3  53 0.571429 -1
9   54 0.4 -1
9 46 5 54 0.6 -1
9 13  55 0.444444 -1
9   55 0.222222 -1
9 7 20 55 0.333333 -1
9   56 0.285714 -1
9 48 46 56 0.428571 -1
9   56 0.285714 -1
9   57 1 -1
9 5  58 1 -1
9 7 19 59 0.333333 -1
9 3  59 0.444444 -1
9   59 0.222222 -1
10 59 36 0 0.375 -1
10   0 0.25 -1
10 6 46 0 0.375 -1
10 6 33 1 0.3 -1
10 53  1 0.4 -1
10 51 23 1 0.3 -1
10 31  2 0.666667 -1
10   2 0.333333 -1
10 13 8 3 0.5 -1
10 44 17 3 0.5 -1
10   4 0.333333 -1
10 33  4 0.666667 -1
10   5 0.285714 -1
10 53 9 5 0.428571 -1
10   5 0.285714 -1
10 46 33 6 0.375 -1
10   6 0.25 -1
10 40 47 6 0.375 -1
10   7 1 -1
10 5 57 8 1 -1
10 29 21 9 0.375 -1
10 47 40 9 0.375 -1
10   9 0.25 -1
10 24 31 11 0.5 -1
10 20 27 11 0.5 -1
10   12 1 -1
10 9 3 13 0.375 -1
10 37 16 13 0.375 -1
10   13 0.25 -1
10 30 19 14 0.428571 -1
10 27  14 0.571429 -1
10 23 46 15 0.6 -1
10   15 0.4 -1
10 57 1 16 0.3 -1
10 43  16 0.4 -1
10 59 24 16 0.3 -1
10 56 4 17 0.5 -1
10 19 53 17 0.5 -1
10   18 0.4 -1
10 11 27 18 0.6 -1
10 45  19 1 -1
10   20 0.285714 -1
10 57 13 20 0.428571 -1
10   20 0.285714 -1
10   21 0.25 -1
10 29 1 21 0.375 -1
10 59 38 21 0.375 -1
10   22 0.4 -1
10 45 37 22 0.6 -1
10   23 0.5 -1
10   23 0.5 -1
10 3  24 0.4 -1
10   24 0.2 -1
10 45  24 0.4 -1
10 3 56 25 1 -1
10 42  26 0.5 -1
10 4  26 0.5 -1
10 53 29 27 0.3 -1
10 36  27 0.4 -1
10 15 57 27 0.3 -1
10   28 0.333333 -1
10 1  28 0.666667 -1
10 4 1 29 0.428571 -1
10 51  29 0.571429 -1
10   30 1 -1
10 5 57 31 0.375 -1
10 33 24 31 0.375 -1
10   31 0.25 -1
10 49 47 32 0.333333 -1
10   32 0.222222 -1
10 50  32 0.444444 -1
10 16  33 0.4 -1
10 29 9 33 0.3 -1
10 44 5 33 0.3 -1
10 43  34 0.666667 -1
10   34 0.333333 -1
10   35 0.2 -1
10 16  35 0.4 -1
10 44  35 0.4 -1
10 23 33 36 1 -1
10 57 18 37 0.333333 -1
10 21  37 0.444444 -1
10   37 0.222222 -1
10 33 24 38 0.5 -1
10 1 16 38 0.5 -1
10 53 57 39 0.5 -1
10 15 54 39 0.5 -1
10   40 0.333333 -1
10 47  40 0.666667 -1
10 1 42 41 0.428571 -1
10 51  41 0.571429 -1
10 9  42 0.5 -1
10 15  42 0.5 -1
10   43 1 -1
10   44 0.333333 -1
10 5  44 0.666667 -1
10   45 0.4 -1
10 33 29 45 0.6 -1
10 47 3 46 1 -1
10 42 29 47 1 -1
10 19 8 48 0.3 -1
10 9  48 0.4 -1
10 21 47 48 0.3 -1
10 16 29 49 1 -1
10   50 0.4 -1
10 48 57 50 0.6 -1
10 47  51 0.666667 -1
10   51 0.333333 -1
10   52 1 -1
10   53 0.25 -1
10   53 0.25 -1
10 17  53 0.5 -1
10 45 3 54 0.5 -1
10 1 48 54 0.5 -1
10 31 4 55 0.272727 -1
10 46  55 0.363636 -1
10 29  55 0.363636 -1
10 22  56 0.4 -1
10   56 0.2 -1
10 52  56 0.4 -1
10 24  57 0.363636 -1
10 19  57 0.363636 -1
10 9 46 57 0.272727 -1
10 4 5 58 0.6 -1
10   58 0.4 -1
10   59 0.5 -1
10   59 0.5 -1
11   0 0.5 -1
11   0 0.5 -1
11   1 1 -1
11 47  2 1 -1
11   3 0.222222 -1
11 21 33 3 0.333333 -1
11 13  3 0.444444 -1
11 23 1 4 0.6 -1
11   4 0.4 -1
11   5 1 -1
11   6 0.333333 -1
11   6 0.333333 -1
11   6 0.333333 -1
11   7 0.333333 -1
11   7 0.333333 -1
11   7 0.333333 -1
11 33  8 1 -1
11   9 1 -1
11 16  10 1 -1
11   12 0.222222 -1
11 9 46 12 0.333333 -1
11 45  12 0.444444 -1
11   13 1 -1
11 54 1 14 0.428571 -1
11   14 0.285714 -1
11   14 0.285714 -1
11   15 1 -1
11   16 1 -1
11 21  17 0.571429 -1
11 43 57 17 0.428571 -1
11 6  18 0.363636 -1
11 55 29 18 0.272727 -1
11 38  18 0.363636 -1
11 20 3 19 1 -1
11 23 30 20 0.428571 -1
11 21  20 0.571429 -1
11   21 1 -1
11   22 0.333333 -1
11 8  22 0.666667 -1
11 0 54 23 0.3 -1
11 43  23 0.4 -1
11 54 28 23 0.3 -1
11 40  24 0.5 -1
11 10  24 0.5 -1
11 45  25 0.666667 -1
11   25 0.333333 -1
11 40 16 26 1 -1
11 4 3 27 0.5 -1
11 49 56 27 0.5 -1
11 9  28 0.363636 -1
11 57 3 28 0.272727 -1
11 43  28 0.363636 -1
11   29 0.5 -1
11   29 0.5 -1
11   30 0.5 -1
11   30 0.5 -1
11 35  31 0.444444 -1
11 59 7 31 0.333333 -1
11   31 0.222222 -1
11   32 0.4 -1
11 4 51 32 0.6 -1
11   33 1 -1
11 2 35 34 0.428571 -1
11 1  34 0.571429 -1
11 16 19 35 0.272727 -1
11 49  35 0.363636 -1
11 20  35 0.363636 -1
11 47  36 0.666667 -1
11   36 0.333333 -1
11   37 1 -1
11 6  38 0.571429 -1
11 15 43 38 0.428571 -1
11   39 0.285714 -1
11   39 0.285714 -1
11 42 37 39 0.428571 -1
11 16 38 40 0.428571 -1
11   40 0.285714 -1
11   40 0.285714 -1
11   41 1 -1
11 8 2 42 1 -1
11 9  43 0.5 -1
11 36  43 0.5 -1
11   44 1 -1
11   45 1 -1
11 2 54 46 0.333333 -1
11 5 39 46 0.333333 -1
11 45 7 46 0.333333 -1
11 22 56 47 0.3 -1
11 4 3 47 0.3 -1
11 29  47 0.4 -1
11   48 0.4 -1
11 47 29 48 0.6 -1
11   49 0.333333 -1
11 8  49 0.666667 -1
11   50 0.333333 -1
11   50 0.333333 -1
11   50 0.333333 -1
11   51 0.222222 -1
11 21 29 51 0.333333 -1
11 4  51 0.444444 -1
11 24  52 0.4 -1
11   52 0.2 -1
11 7  52 0.4 -1
11 4 24 53 1 -1
11 51 57 54 1 -1
11   55 1 -1
11 3  56 1 -1
11   57 0.5 -1
11   57 0.5 -1
11 57  58 1 -1
11   59 0.25 -1
11   59 0.25 -1
11 31  59 0.5 -1
12   0 0.222222 -1
12 56 2 0 0.333333 -1
12 51  0 0.444444 -1
12 25  1 0.363636 -1
12 31 24 1 0.272727 -1
12 35  1 0.363636 -1
12 31 5 2 0.5 -1
12 32 47 2 0.5 -1
12 57 54 3 1 -1
12   4 1 -1
12 24 33 5 0.333333 -1
12   5 0.222222 -1
12 24  5 0.444444 -1
12   6 0.2 -1
12 54  6 0.4 -1
12 24  6 0.4 -1
12   7 0.2 -1
12 9  7 0.4 -1
12 10  7 0.4 -1
12 21 36 8 1 -1
12 13 40 9 0.3 -1
12 3  9 0.4 -1
12 16 33 9 0.3 -1
12   10 0.333333 -1
12 5  10 0.666667 -1
12 37 42 11 0.375 -1
12   11 0.25 -1
12 39 4 11 0.375 -1
12 33  13 1 -1
12   14 0.2 -1
12 48  14 0.4 -1
12 1  14 0.4 -1
12 49  15 1 -1
12 57  16 1 -1
12 54 33 17 1 -1
12   18 0.333333 -1
12 3  18 0.666667 -1
12 32  19 0.666667 -1
12   19 0.333333 -1
12 23  20 1 -1
12 29 55 21 0.428571 -1
12 8  21 0.571429 -1
12 30 21 22 0.5 -1
12 48 23 22 0.5 -1
12 51 0 23 0.333333 -1
12 44 36 23 0.333333 -1
12 30 5 23 0.333333 -1
12 2 5 24 0.333333 -1
12   24 0.222222 -1
12 57  24 0.444444 -1
12 53 22 25 1 -1
12 1  26 1 -1
12 20 47 27 0.333333 -1
12 21 29 27 0.333333 -1
12 3 8 27 0.333333 -1
12 46  28 1 -1
12 43 51 29 0.428571 -1
12 7  29 0.571429 -1
12 45 24 30 0.375 -1
12 57 8 30 0.375 -1
12   30 0.25 -1
12   31 0.25 -1
12   31 0.25 -1
12 7  31 0.5 -1
12   32 1 -1
12 16  33 1 -1
12 43 33 34 0.272727 -1
12 1  34 0.363636 -1
12 38  34 0.363636 -1
12   35 0.285714 -1
12 56 46 35 0.428571 -1
12   35 0.285714 -1
12 27 20 36 1 -1
12 23 57 37 0.6 -1
12   37 0.4 -1
12 54  38 0.333333 -1
12 31  38 0.333333 -1
12 21  38 0.333333 -1
12   39 0.285714 -1
12   39 0.285714 -1
12 47 38 39 0.428571 -1
12 27 10 40 1 -1
12   41 1 -1
12   42 0.333333 -1
12 57  42 0.666667 -1
12 26 56 43 1 -1
12 6  44 0.4 -1
12 46 33 44 0.3 -1
12 21 3 44 0.3 -1
12   45 1 -1
12   46 0.25 -1
12 31  46 0.5 -1
12   46 0.25 -1
12 1  47 0.444444 -1
12   47 0.222222 -1
12 3 54 47 0.333333 -1
12 56 11 48 0.5 -1
12 57 29 48 0.5 -1
12   49 0.2 -1
12 8  49 0.4 -1
12 9  49 0.4 -1
12 21  50 1 -1
12 22  51 0.571429 -1
12 36 13 51 0.428571 -1
12 9  52 1 -1
12   53 1 -1
12 36 27 54 0.333333 -1
12   54 0.222222 -1
12 22  54 0.444444 -1
12 33  55 0.666667 -1
12   55 0.333333 -1
12 29  56 1 -1
12 53 29 57 1 -1
12 46 31 58 1 -1
12   59 0.285714 -1
12   59 0.285714 -1
12 35 21 59 0.428571 -1
13   0 0.333333 -1
13 11  0 0.666667 -1
13   1 0.5 -1
13   1 0.5 -1
13   2 0.2 -1
13 36  2 0.4 -1
13 11  2 0.4 -1
13 10 9 3 0.428571 -1
13 26  3 0.571429 -1
13   4 1 -1
13 33 20 5 1 -1
13 45  6 0.5 -1
13 25  6 0.5 -1
13   7 1 -1
13 57 31 8 1 -1
13 56 3 9 0.5 -1
13 31 35 9 0.5 -1
13 45 35 10 0.5 -1
13 3 47 10 0.5 -1
13   11 0.4 -1
13 46 1 11 0.6 -1
13 5  12 0.666667 -1
13   12 0.333333 -1
13   14 0.5 -1
13   14 0.5 -1
13 11 4 15 1 -1
13 53 44 16 1 -1
13 16  17 0.5 -1
13 1  17 0.5 -1
13   18 0.25 -1
13   18 0.25 -1
13 47  18 0.5 -1
13 6 40 19 0.5 -1
13 15 9 19 0.5 -1
13 8 53 20 0.6 -1
13   20 0.4 -1
13 5 9 21 0.5 -1
13 3 33 21 0.5 -1
13   22 0.333333 -1
13 59  22 0.666667 -1
13 53  23 0.5 -1
13   23 0.25 -1
13   23 0.25 -1
13   24 0.333333 -1
13 57  24 0.666667 -1
13   25 0.4 -1
13 43 33 25 0.6 -1
13 4  26 0.5 -1
13 19  26 0.5 -1
13 49  27 1 -1
13 1  28 0.571429 -1
13 24 48 28 0.428571 -1
13 26  29 0.4 -1
13 42 21 29 0.3 -1
13 24 10 29 0.3 -1
13 58 52 30 0.375 -1
13   30 0.25 -1
13 45 1 30 0.375 -1
13   31 0.333333 -1
13   31 0.333333 -1
13   31 0.333333 -1
13 27 7 32 1 -1
13 46  33 1 -1
13 29  34 1 -1
13   35 0.5 -1
13   35 0.5 -1
13 4  36 0.444444 -1
13 47 58 36 0.333333 -1
13   36 0.222222 -1
13 46  37 0.571429 -1
13 24 29 37 0.428571 -1
13 27  38 1 -1
13 21  39 0.666667 -1
13   39 0.333333 -1
13 29 54 40 1 -1
13 59  41 0.666667 -1
13   41 0.333333 -1
13 32 24 42 0.272727 -1
13 1  42 0.363636 -1
13 43  42 0.363636 -1
13   43 0.4 -1
13 59 31 43 0.6 -1
13 9 17 44 1 -1
13 52  45 0.5 -1
13   45 0.25 -1
13   45 0.25 -1
13 7 48 46 0.5 -1
13 43 23 46 0.5 -1
13 57  47 0.5 -1
13 9  47 0.5 -1
13 4  48 0.333333 -1
13 45  48 0.333333 -1
13 39  48 0.333333 -1
13 19  49 0.666667 -1
13   49 0.333333 -1
13 29  50 0.571429 -1
13 36 9 50 0.428571 -1
13 52  51 1 -1
13 24 31 52 0.428571 -1
13 19  52 0.571429 -1
13   53 0.25 -1
13 42  53 0.5 -1
13   53 0.25 -1
13 57 53 54 0.6 -1
13   54 0.4 -1
13 30  55 0.666667 -1
13   55 0.333333 -1
13 53  56 0.5 -1
13 23  56 0.5 -1
13 46 24 57 0.333333 -1
13 33  57 0.444444 -1
13   57 0.222222 -1
13   58 0.222222 -1
13 9  58 0.444444 -1
13 7 47 58 0.333333 -1
13 29 3 59 1 -1
14 4 8 0 1 -1
14 57  1 0.5 -1
14 43  1 0.5 -1
14 17 27 2 0.428571 -1
14 31  2 0.571429 -1
14 47 43 3 1 -1
14 19 57 4 1 -1
14 46  5 0.333333 -1
14 24  5 0.333333 -1
14 1  5 0.333333 -1
14 16 56 6 1 -1
14 19 1 7 1 -1
14   8 0.5 -1
14   8 0.5 -1
14   9 0.333333 -1
14   9 0.333333 -1
14   9 0.333333 -1
14 53  10 0.571429 -1
14 25 8 10 0.428571 -1
14 31  11 0.666667 -1
14   11 0.333333 -1
14   12 0.25 -1
14   12 0.25 -1
14 56  12 0.5 -1
14 47 9 13 1 -1
14 19  15 1 -1
14 57  16 0.363636 -1
14 49 29 16 0.272727 -1
14 33  16 0.363636 -1
14 2 33 17 0.3 -1
14 15 46 17 0.3 -1
14 33  17 0.4 -1
14 21  18 1 -1
14   19 1 -1
14 12 10 20 0.375 -1
14 1 35 20 0.375 -1
14   20 0.25 -1
14   21 0.5 -1
14   21 0.5 -1
14 57  22 0.363636 -1
14 23  22 0.363636 -1
14 21 35 22 0.272727 -1
14   23 0.25 -1
14   23 0.25 -1
14 47  23 0.5 -1
14 36  24 0.571429 -1
14 1 33 24 0.428571 -1
14 57  25 0.5 -1
14 9  25 0.5 -1
14 59  26 0.5 -1
14   26 0.25 -1
14   26 0.25 -1
14   27 0.222222 -1
14 33 56 27 0.333333 -1
14 47  27 0.444444 -1
14 33 57 28 0.3 -1
14 47 53 28 0.3 -1
14 58  28 0.4 -1
14 3  29 0.5 -1
14 21  29 0.5 -1
14   30 1 -1
14 9 1 31 1 -1
14 16 36 32 1 -1
14   33 0.4 -1
14 19 53 33 0.6 -1
14   34 1 -1
14   35 1 -1
14 5  36 1 -1
14 17 1 37 0.6 -1
14   37 0.4 -1
14 27 53 38 0.428571 -1
14 56  38 0.571429 -1
14 3 47 39 0.5 -1
14 9 46 39 0.5 -1
14 29 28 40 1 -1
14 10  41 0.571429 -1
14 47 10 41 0.428571 -1
14   42 0.285714 -1
14   42 0.285714 -1
14 36 1 42 0.428571 -1
14 26 28 43 0.333333 -1
14 9  43 0.444444 -1
14   43 0.222222 -1
14   44 0.333333 -1
14 58  44 0.666667 -1
14 3  45 1 -1
14   46 1 -1
14 8  47 0.5 -1
14 24  47 0.5 -1
14   48 0.5 -1
14   48 0.5 -1
14 55 22 49 1 -1
14   50 0.4 -1
14 46 30 50 0.6 -1
14   51 0.4 -1
14 5 8 51 0.6 -1
14   52 0.5 -1
14   52 0.5 -1
14   53 0.5 -1
14   53 0.5 -1
14   54 0.2 -1
14 52  54 0.4 -1
14 2  54 0.4 -1
14 4 1 55 1 -1
14   56 0.222222 -1
14 36 8 56 0.333333 -1
14 19  56 0.444444 -1
14   57 1 -1
14   58 0.333333 -1
14 28  58 0.666667 -1
14 58  59 1 -1
15 16  0 0.666667 -1
15   0 0.333333 -1
15 8  1 0.363636 -1
15 25  1 0.363636 -1
15 5 45 1 0.272727 -1
15   2 0.5 -1
15   2 0.5 -1
15 1 4 3 0.428571 -1
15 8  3 0.571429 -1
15   4 0.5 -1
15   4 0.5 -1
15 53 26 5 0.428571 -1
15   5 0.285714 -1
15   5 0.285714 -1
15   6 0.4 -1
15 2 56 6 0.6 -1
15 58 36 7 0.6 -1
15   7 0.4 -1
15 52 54 8 0.333333 -1
15 4  8 0.444444 -1
15   8 0.222222 -1
15   9 0.25 -1
15 13  9 0.5 -1
15   9 0.25 -1
15 6 43 10 1 -1
15 57  11 1 -1
15   12 1 -1
15 49  13 0.666667 -1
15   13 0.333333 -1
15 58 9 14 0.272727 -1
15 46  14 0.363636 -1
15 24  14 0.363636 -1
15   16 0.333333 -1
15   16 0.333333 -1
15   16 0.333333 -1
15 36 47 17 0.333333 -1
15 28 7 17 0.333333 -1
15 58 8 17 0.333333 -1
15   18 1 -1
15 59 22 19 0.333333 -1
15 47  19 0.444444 -1
15   19 0.222222 -1
15 6  20 0.363636 -1
15 40  20 0.363636 -1
15 46 0 20 0.272727 -1
15 45 42 21 0.6 -1
15   21 0.4 -1
15 51  22 0.571429 -1
15 2 49 22 0.428571 -1
15   23 0.4 -1
15 40 45 23 0.6 -1
15 47  24 1 -1
15   25 0.25 -1
15 6  25 0.5 -1
15   25 0.25 -1
15 35  26 1 -1
15 9  27 0.666667 -1
15   27 0.333333 -1
15 31 42 28 0.428571 -1
15 9  28 0.571429 -1
15 36 43 29 0.375 -1
15   29 0.25 -1
15 16 37 29 0.375 -1
15 24  30 0.363636 -1
15 4 28 30 0.272727 -1
15 13  30 0.363636 -1
15   31 1 -1
15   32 0.333333 -1
15 17  32 0.666667 -1
15   33 0.25 -1
15   33 0.25 -1
15 35  33 0.5 -1
15 10 56 34 1 -1
15   35 0.333333 -1
15 46  35 0.666667 -1
15 59 30 36 0.5 -1
15 8 27 36 0.5 -1
15 5 50 37 0.333333 -1
15 8 57 37 0.333333 -1
15 5 9 37 0.333333 -1
15 58 53 38 0.333333 -1
15 35  38 0.444444 -1
15   38 0.222222 -1
15   39 1 -1
15   40 0.222222 -1
15 16  40 0.444444 -1
15 13 3 40 0.333333 -1
15   41 0.333333 -1
15 45  41 0.666667 -1
15 4  42 1 -1
15 29  43 1 -1
15 47  44 0.363636 -1
15 37 24 44 0.272727 -1
15 4  44 0.363636 -1
15 21  45 0.5 -1
15 42  45 0.5 -1
15   46 1 -1
15 10 56 47 0.428571 -1
15 9  47 0.571429 -1
15 16  48 0.666667 -1
15   48 0.333333 -1
15 29 23 49 0.428571 -1
15 42  49 0.571429 -1
15   50 1 -1
15 16  51 1 -1
15   52 1 -1
15   53 0.25 -1
15 36  53 0.5 -1
15   53 0.25 -1
15 8 44 54 0.3 -1
15 28  54 0.4 -1
15 36 4 54 0.3 -1
15 11  55 0.4 -1
15 53 36 55 0.3 -1
15 46 36 55 0.3 -1
15 31 44 56 1 -1
15   57 0.25 -1
15 13 53 57 0.375 -1
15 27 3 57 0.375 -1
15 24 36 58 0.5 -1
15 13 21 58 0.5 -1
15 32 43 59 1 -1
16 36 3 0 0.6 -1
16   0 0.4 -1
16 42 47 1 1 -1
16 1 36 2 0.428571 -1
16 23  2 0.571429 -1
16 32  3 0.666667 -1
16   3 0.333333 -1
16 29 36 4 1 -1
16 20 1 5 0.333333 -1
16   5 0.222222 -1
16 11  5 0.444444 -1
16 1 7 6 0.333333 -1
16 46 36 6 0.333333 -1
16 30 13 6 0.333333 -1
16 23  7 1 -1
16   8 0.2 -1
16 3  8 0.4 -1
16 10  8 0.4 -1
16   9 0.333333 -1
16 5  9 0.666667 -1
16 19 1 10 0.333333 -1
16 3  10 0.444444 -1
16   10 0.222222 -1
16   11 1 -1
16 20  12 1 -1
16 58  13 1 -1
16 13 6 14 0.333333 -1
16   14 0.222222 -1
16 19  14 0.444444 -1
16 4 7 15 0.333333 -1
16   15 0.222222 -1
16 45  15 0.444444 -1
16 57  17 1 -1
16 30  18 0.666667 -1
16   18 0.333333 -1
16   19 0.5 -1
16   19 0.5 -1
16 33  20 0.666667 -1
16   20 0.333333 -1
16 43 44 21 1 -1
16 47  22 0.4 -1
16 56  22 0.4 -1
16   22 0.2 -1
16 7  23 0.5 -1
16 3  23 0.5 -1
16 42  24 1 -1
16 6 35 25 0.6 -1
16   25 0.4 -1
16 45  26 0.666667 -1
16   26 0.333333 -1
16   27 1 -1
16 47 46 28 1 -1
16 31  29 1 -1
16 19  30 1 -1
16   31 0.25 -1
16 22  31 0.5 -1
16   31 0.25 -1
16   32 0.2 -1
16 47  32 0.4 -1
16 33  32 0.4 -1
16 19  33 0.5 -1
16 1  33 0.5 -1
16 4  34 0.666667 -1
16   34 0.333333 -1
16 49 54 35 1 -1
16 9 46 36 0.333333 -1
16 13 24 36 0.333333 -1
16 54 19 36 0.333333 -1
16 20  37 0.5 -1
16 35  37 0.5 -1
16 33 1 38 0.333333 -1
16   38 0.222222 -1
16 21  38 0.444444 -1
16 8 53 39 0.5 -1
16 37 24 39 0.5 -1
16 53 7 40 1 -1
16   41 0.333333 -1
16 30  41 0.666667 -1
16 2 0 42 1 -1
16   43 0.25 -1
16   43 0.25 -1
16 53  43 0.5 -1
16 18  44 0.444444 -1
16 56 43 44 0.333333 -1
16   44 0.222222 -1
16 31 20 45 0.6 -1
16   45 0.4 -1
16   46 0.222222 -1
16 14  46 0.444444 -1
16 44 24 46 0.333333 -1
16   47 0.222222 -1
16 31 5 47 0.333333 -1
16 11  47 0.444444 -1
16 2  48 0.5 -1
16 31  48 0.5 -1
16 46 2 49 0.375 -1
16   49 0.25 -1
16 4 36 49 0.375 -1
16 57 9 50 0.272727 -1
16 35  50 0.363636 -1
16 9  50 0.363636 -1
16 46  51 1 -1
16   52 0.333333 -1
16   52 0.333333 -1
16   52 0.333333 -1
16 56  53 0.666667 -1
16   53 0.333333 -1
16 27 29 54 0.428571 -1
16 21  54 0.571429 -1
16 13 53 55 0.333333 -1
16   55 0.222222 -1
16 24  55 0.444444 -1
16 4 36 56 1 -1
16 10  57 0.444444 -1
16 27 58 57 0.333333 -1
16   57 0.222222 -1
16   58 0.25 -1
16   58 0.25 -1
16 33  58 0.5 -1
16 24  59 0.363636 -1
16 1  59 0.363636 -1
16 46 45 59 0.272727 -1
17   0 0.333333 -1
17 29  0 0.666667 -1
17   1 0.5 -1
17   1 0.5 -1
17 59  2 0.666667 -1
17   2 0.333333 -1
17 49 21 3 1 -1
17 13 29 4 1 -1
17 36 53 5 0.428571 -1
17 13  5 0.571429 -1
17 2 46 6 0.6 -1
17   6 0.4 -1
17   7 0.333333 -1
17 24  7 0.666667 -1
17   8 0.25 -1
17   8 0.25 -1
17 19  8 0.5 -1
17 53 1 9 0.375 -1
17 31 46 9 0.375 -1
17   9 0.25 -1
17   10 0.222222 -1
17 4  10 0.444444 -1
17 47 28 10 0.333333 -1
17 57  11 1 -1
17 29 42 12 1 -1
17 46  13 0.363636 -1
17 4  13 0.363636 -1
17 21 16 13 0.272727 -1
17 33 36 14 0.428571 -1
17 42  14 0.571429 -1
17   15 1 -1
17   16 1 -1
17 58  18 0.571429 -1
17 53 31 18 0.428571 -1
17 43 24 19 0.6 -1
17   19 0.4 -1
17 48 58 20 0.3 -1
17 21  20 0.4 -1
17 24 11 20 0.3 -1
17   21 0.285714 -1
17   21 0.285714 -1
17 37 26 21 0.428571 -1
17 46  22 1 -1
17 49 1 23 1 -1
17 31  24 0.666667 -1
17   24 0.333333 -1
17   25 0.4 -1
17 45 36 25 0.6 -1
17   26 0.222222 -1
17 59  26 0.444444 -1
17 56 12 26 0.333333 -1
17 57 42 27 1 -1
17   28 1 -1
17 6  29 0.666667 -1
17   29 0.333333 -1
17 56  30 1 -1
17   31 1 -1
17 52  32 1 -1
17 57 47 33 0.375 -1
17 5 21 33 0.375 -1
17   33 0.25 -1
17   34 0.285714 -1
17 1 37 34 0.428571 -1
17   34 0.285714 -1
17 9 3 35 0.428571 -1
17 47  35 0.571429 -1
17   36 1 -1
17 52 57 37 0.5 -1
17 4 56 37 0.5 -1
17   38 1 -1
17 46 1 39 0.272727 -1
17 9  39 0.363636 -1
17 36  39 0.363636 -1
17   40 0.333333 -1
17 54  40 0.666667 -1
17 5  41 1 -1
17   42 0.25 -1
17 6 26 42 0.375 -1
17 53 48 42 0.375 -1
17 35  43 1 -1
17 0  44 0.333333 -1
17 2  44 0.333333 -1
17 33  44 0.333333 -1
17 42 9 45 0.428571 -1
17 4  45 0.571429 -1
17 21 16 46 0.428571 -1
17   46 0.285714 -1
17   46 0.285714 -1
17   47 0.333333 -1
17   47 0.333333 -1
17   47 0.333333 -1
17   48 0.4 -1
17 3 57 48 0.6 -1
17   49 0.4 -1
17 42 36 49 0.6 -1
17   50 0.25 -1
17 35 54 50 0.375 -1
17 52 24 50 0.375 -1
17 27 47 51 1 -1
17   52 1 -1
17   53 0.25 -1
17 56 29 53 0.375 -1
17 5 9 53 0.375 -1
17   54 0.5 -1
17   54 0.5 -1
17 19  55 0.666667 -1
17   55 0.333333 -1
17 25  56 0.5 -1
17 27  56 0.5 -1
17 1 46 57 0.3 -1
17 10 36 57 0.3 -1
17 3  57 0.4 -1
17 2 19 58 0.333333 -1
17   58 0.222222 -1
17 22  58 0.444444 -1
