0 19  1 1 -1
17 0 40 24 0.6 -1
17   24 0.4 -1
17   25 0.333333 -1
17   25 0.333333 -1
17   25 0.333333 -1
17 49 51 26 0.3 -1
17 79  26 0.4 -1
17 1 55 26 0.3 -1
17   27 0.285714 -1
17 43 19 27 0.428571 -1
17   27 0.285714 -1
17 23 34 28 0.5 -1
17 56 66 28 0.5 -1
17   29 0.222222 -1
17 49 0 29 0.333333 -1
17 13  29 0.444444 -1
17 26 51 30 1 -1
17   31 0.5 -1
17   31 0.5 -1
17 77  32 1 -1
17   33 1 -1
17 49  34 0.444444 -1
17 7 26 34 0.333333 -1
17   34 0.222222 -1
17   35 1 -1
17 77  36 0.5 -1
17 9  36 0.5 -1
17 76 45 37 1 -1
17 70  38 0.666667 -1
17   38 0.333333 -1
17   39 0.5 -1
17   39 0.5 -1
17 13 29 40 1 -1
17 52 11 41 0.5 -1
17 68 46 41 0.5 -1
17   42 1 -1
17 31 3 43 1 -1
17   44 0.25 -1
17 50 70 44 0.375 -1
17 48 0 44 0.375 -1
17 56 66 45 1 -1
17   46 0.5 -1
17   46 0.5 -1
17 10  47 0.571429 -1
17 6 48 47 0.428571 -1
17   48 0.5 -1
17   48 0.5 -1
17 38  49 0.5 -1
17 30  49 0.5 -1
17 53 20 50 0.5 -1
17 1 0 50 0.5 -1
17 60  51 1 -1
17   52 0.333333 -1
17 49  52 0.666667 -1
17   53 0.333333 -1
17 30  53 0.666667 -1
17 43  54 1 -1
17   55 0.4 -1
17 32 59 55 0.6 -1
17 67  56 0.363636 -1
17 77  56 0.363636 -1
17 50 10 56 0.272727 -1
17   57 1 -1
17 1  58 0.4 -1
17 5  58 0.4 -1
17   58 0.2 -1
17 13 64 59 0.428571 -1
17 0  59 0.571429 -1
17 35 77 60 0.375 -1
17 69 47 60 0.375 -1
17   60 0.25 -1
17 31 48 61 0.3 -1
17 73 18 61 0.3 -1
17 51  61 0.4 -1
17 32  62 0.5 -1
17 37  62 0.5 -1
17 74  63 0.5 -1
17 29  63 0.5 -1
17 31 49 64 1 -1
17 15 30 65 0.333333 -1
17 29  65 0.444444 -1
17   65 0.222222 -1
17 33 46 66 0.333333 -1
17 45 10 66 0.333333 -1
17 29 19 66 0.333333 -1
17 23 24 67 1 -1
17   68 0.5 -1
17   68 0.5 -1
17   69 0.333333 -1
17 13  69 0.666667 -1
17 76  70 0.4 -1
17 0  70 0.4 -1
17   70 0.2 -1
17 1 47 71 0.5 -1
17 50 25 71 0.5 -1
17 6 26 72 0.3 -1
17 23 19 72 0.3 -1
17 9  72 0.4 -1
17 43  73 1 -1
17 35 0 74 0.333333 -1
17 58 26 74 0.333333 -1
17 59 30 74 0.333333 -1
17 26 11 75 0.333333 -1
17   75 0.222222 -1
17 45  75 0.444444 -1
17 21  76 0.363636 -1
17 32 23 76 0.272727 -1
17 14  76 0.363636 -1
17 31 32 77 0.6 -1
17   77 0.4 -1
17 72  78 1 -1
17   79 1 -1
18 26  0 1 -1
18 73  1 0.666667 -1
18   1 0.333333 -1
18 76 36 2 0.6 -1
18   2 0.4 -1
18   3 0.333333 -1
18 29  3 0.666667 -1
18   4 1 -1
18 66  5 0.363636 -1
18 11  5 0.363636 -1
18 2 23 5 0.272727 -1
18 26 11 6 1 -1
18   7 1 -1
18 7 3 8 1 -1
18   9 1 -1
18   10 1 -1
18 46 26 11 0.3 -1
18 23  11 0.4 -1
18 1 61 11 0.3 -1
18 43  12 0.333333 -1
18 3  12 0.333333 -1
18 30  12 0.333333 -1
18   13 0.5 -1
18   13 0.5 -1
18 56  14 1 -1
18 26  15 0.666667 -1
18   15 0.333333 -1
18   16 1 -1
18 22  17 0.5 -1
18 34  17 0.5 -1
18 20  19 0.571429 -1
18 73 32 19 0.428571 -1
18 19 14 20 0.375 -1
18   20 0.25 -1
18 22 10 20 0.375 -1
18   21 0.4 -1
18 20 17 21 0.6 -1
18 32 51 22 0.6 -1
18   22 0.4 -1
18 31  23 0.363636 -1
18 26 46 23 0.272727 -1
18 20  23 0.363636 -1
18 49 35 24 1 -1
18   25 1 -1
18 31 41 26 1 -1
18 15 12 27 0.428571 -1
18   27 0.285714 -1
18   27 0.285714 -1
18   28 1 -1
18 32 3 29 0.272727 -1
18 9  29 0.363636 -1
18 32  29 0.363636 -1
18   30 0.4 -1
18 33 74 30 0.6 -1
18 36  31 0.4 -1
18 13  31 0.4 -1
18   31 0.2 -1
18   32 1 -1
18 39  33 0.333333 -1
18 7  33 0.333333 -1
18 58  33 0.333333 -1
18 14  34 0.571429 -1
18 13 7 34 0.428571 -1
18 11 64 35 0.3 -1
18 72  35 0.4 -1
18 25 3 35 0.3 -1
18   36 0.25 -1
18 23  36 0.5 -1
18   36 0.25 -1
18 29 41 37 1 -1
18 33  38 1 -1
18   39 1 -1
18 19  40 0.571429 -1
18 45 26 40 0.428571 -1
18 14  41 0.5 -1
18 49  41 0.5 -1
18   42 0.25 -1
18   42 0.25 -1
18 32  42 0.5 -1
18   43 0.25 -1
18 48 71 43 0.375 -1
18 47 69 43 0.375 -1
18 37  44 0.5 -1
18 76  44 0.5 -1
18 63  45 1 -1
18 49  46 0.4 -1
18 72  46 0.4 -1
18   46 0.2 -1
18   47 0.222222 -1
18 32 43 47 0.333333 -1
18 61  47 0.444444 -1
18 20  48 1 -1
18 47  49 0.571429 -1
18 51 31 49 0.428571 -1
18   50 0.2 -1
18 76  50 0.4 -1
18 45  50 0.4 -1
18   51 1 -1
18 25  52 0.4 -1
18   52 0.2 -1
18 69  52 0.4 -1
18   53 0.5 -1
18   53 0.5 -1
18   54 0.4 -1
18 15 31 54 0.6 -1
18   55 1 -1
18 30 28 56 0.5 -1
18 31 35 56 0.5 -1
18   57 1 -1
18 76  58 0.444444 -1
18   58 0.222222 -1
18 10 64 58 0.333333 -1
18 35 64 59 0.428571 -1
18   59 0.285714 -1
18   59 0.285714 -1
18   60 1 -1
18   61 0.4 -1
18 74 67 61 0.6 -1
18   62 0.333333 -1
18 66  62 0.666667 -1
18 13 48 63 1 -1
18   64 0.4 -1
18 68 14 64 0.6 -1
18   65 0.5 -1
18   65 0.5 -1
18 5 0 66 1 -1
18 14  67 0.333333 -1
18 72  67 0.333333 -1
18 35  67 0.333333 -1
18 46  68 1 -1
18   69 0.285714 -1
18 13 23 69 0.428571 -1
18   69 0.285714 -1
18   70 0.2 -1
18 20  70 0.4 -1
18 68  70 0.4 -1
18 39 31 71 0.375 -1
18 77 9 71 0.375 -1
18   71 0.25 -1
18 1  72 0.571429 -1
18 53 31 72 0.428571 -1
18 78 41 73 0.333333 -1
18   73 0.222222 -1
18 20  73 0.444444 -1
18 22 11 74 1 -1
18   75 1 -1
18   76 0.25 -1
18   76 0.25 -1
18 7  76 0.5 -1
18   77 0.5 -1
18   77 0.5 -1
18   78 1 -1
18 14  79 0.5 -1
18 66  79 0.5 -1
19   0 0.25 -1
19 8 76 0 0.375 -1
19 36 1 0 0.375 -1
19 76 60 1 1 -1
19 49 18 2 0.375 -1
19 34 17 2 0.375 -1
19   2 0.25 -1
19 60 15 3 0.428571 -1
19 58  3 0.571429 -1
19 14 53 4 1 -1
19 43  5 1 -1
19 32 23 6 0.333333 -1
19 29  6 0.444444 -1
19   6 0.222222 -1
19   7 0.25 -1
19   7 0.25 -1
19 46  7 0.5 -1
19 49  8 0.666667 -1
19   8 0.333333 -1
19   9 0.5 -1
19   9 0.5 -1
19 43  10 0.444444 -1
19 74 48 10 0.333333 -1
19   10 0.222222 -1
19 60  11 1 -1
19 70  12 1 -1
19   13 1 -1
19 60 35 14 1 -1
19 20 64 15 0.3 -1
19 51  15 0.4 -1
19 72 7 15 0.3 -1
19 56 51 16 0.428571 -1
19 58  16 0.571429 -1
19 45 10 17 1 -1
19 11 29 18 0.3 -1
19 76  18 0.4 -1
19 10 75 18 0.3 -1
19 0  20 0.666667 -1
19   20 0.333333 -1
19 1  21 0.571429 -1
19 13 57 21 0.428571 -1
19 59 20 22 0.272727 -1
19 79  22 0.363636 -1
19 31  22 0.363636 -1
19 0  23 0.4 -1
19 26  23 0.4 -1
19   23 0.2 -1
19 11  24 0.5 -1
19   24 0.25 -1
19   24 0.25 -1
19 7  25 0.5 -1
19 46  25 0.5 -1
19   26 0.5 -1
19   26 0.5 -1
19 74  27 0.5 -1
19   27 0.25 -1
19   27 0.25 -1
19   28 0.25 -1
19 31  28 0.5 -1
19   28 0.25 -1
19 3  29 0.571429 -1
19 55 57 29 0.428571 -1
19   30 0.25 -1
19   30 0.25 -1
19 43  30 0.5 -1
19   31 1 -1
19   32 0.222222 -1
19 36  32 0.444444 -1
19 0 66 32 0.333333 -1
19 41  33 0.363636 -1
19 18  33 0.363636 -1
19 76 39 33 0.272727 -1
19   34 0.222222 -1
19 7 21 34 0.333333 -1
19 70  34 0.444444 -1
19   35 0.333333 -1
19 30  35 0.666667 -1
19 64 45 36 0.333333 -1
19 41 3 36 0.333333 -1
19 41 11 36 0.333333 -1
19   37 0.4 -1
19 77 0 37 0.6 -1
19   38 0.333333 -1
19 37  38 0.666667 -1
19 22  39 0.4 -1
19   39 0.2 -1
19 2  39 0.4 -1
19   40 0.5 -1
19   40 0.5 -1
19   41 1 -1
19   42 0.4 -1
19 61 51 42 0.6 -1
19 69  43 0.4 -1
19   43 0.2 -1
19 14  43 0.4 -1
19   44 1 -1
19   45 1 -1
19 21  46 1 -1
19   47 0.222222 -1
19 33 31 47 0.333333 -1
19 46  47 0.444444 -1
19   48 0.4 -1
19 53 66 48 0.6 -1
19   49 0.333333 -1
19 76  49 0.666667 -1
19 23  50 1 -1
19   51 1 -1
19   52 0.2 -1
19 53  52 0.4 -1
19 76  52 0.4 -1
19 74  53 0.363636 -1
19 13 64 53 0.272727 -1
19 23  53 0.363636 -1
19 6  54 0.571429 -1
19 17 23 54 0.428571 -1
19 53 26 55 0.428571 -1
19 1  55 0.571429 -1
19 74  56 0.363636 -1
19 34  56 0.363636 -1
19 68 35 56 0.272727 -1
19   57 1 -1
19 37 50 58 0.428571 -1
19 52  58 0.571429 -1
19 61  59 1 -1
19 58 38 60 1 -1
19 35  61 0.571429 -1
19 16 31 61 0.428571 -1
19 48  62 0.333333 -1
19 30  62 0.333333 -1
19 15  62 0.333333 -1
19 13 77 63 1 -1
19 9 43 64 0.333333 -1
19   64 0.222222 -1
19 49  64 0.444444 -1
19 70 59 65 1 -1
19 43 73 66 0.428571 -1
19   66 0.285714 -1
19   66 0.285714 -1
19   67 1 -1
19   68 0.285714 -1
19 61 58 68 0.428571 -1
19   68 0.285714 -1
19   69 1 -1
19   70 0.285714 -1
19   70 0.285714 -1
19 38 33 70 0.428571 -1
19 10 54 71 1 -1
19   72 1 -1
19 29  73 0.571429 -1
19 43 49 73 0.428571 -1
19 45  74 0.666667 -1
19   74 0.333333 -1
19   75 0.222222 -1
19 46 42 75 0.333333 -1
19 46  75 0.444444 -1
19 70 1 76 1 -1
19   77 0.4 -1
19 48 24 77 0.6 -1
19 54  78 1 -1
19 31  79 0.571429 -1
19 53 35 79 0.428571 -1
20   0 1 -1
20   1 0.285714 -1
20 2 56 1 0.428571 -1
20   1 0.285714 -1
20 13 0 2 0.428571 -1
20 75  2 0.571429 -1
20   3 0.5 -1
20   3 0.5 -1
20 72 70 4 1 -1
20   5 0.4 -1
20 58 43 5 0.6 -1
20   6 0.4 -1
20 41 43 6 0.6 -1
20 12  7 0.4 -1
20 9  7 0.4 -1
20   7 0.2 -1
20   8 1 -1
20 30 51 9 0.6 -1
20   9 0.4 -1
20 49 41 10 0.3 -1
20 38  10 0.4 -1
20 76 70 10 0.3 -1
20 36  11 0.666667 -1
20   11 0.333333 -1
20 0  12 0.571429 -1
20 3 69 12 0.428571 -1
20   13 0.333333 -1
20 32  13 0.666667 -1
20   14 0.222222 -1
20 13  14 0.444444 -1
20 70 7 14 0.333333 -1
20 11 43 15 0.3 -1
20 0  15 0.4 -1
20 66 1 15 0.3 -1
20   16 0.285714 -1
20   16 0.285714 -1
20 24 73 16 0.428571 -1
20 10 61 17 0.6 -1
20   17 0.4 -1
20 26  18 0.363636 -1
20 72 49 18 0.272727 -1
20 5  18 0.363636 -1
20 53 56 19 0.428571 -1
20 77  19 0.571429 -1
20 70 7 21 0.5 -1
20 25 74 21 0.5 -1
20   22 0.5 -1
20   22 0.5 -1
20 46 0 23 1 -1
20 9  24 1 -1
20   25 1 -1
20 60 7 26 0.6 -1
20   26 0.4 -1
20   27 0.25 -1
20   27 0.25 -1
20 31  27 0.5 -1
20 3 24 28 0.375 -1
20 76 61 28 0.375 -1
20   28 0.25 -1
20 56  29 0.4 -1
20 0 35 29 0.3 -1
20 31 76 29 0.3 -1
20 17 26 30 0.428571 -1
20 19  30 0.571429 -1
20 26  31 0.4 -1
20 7  31 0.4 -1
20   31 0.2 -1
20 71 9 32 0.428571 -1
20   32 0.285714 -1
20   32 0.285714 -1
20 49 36 33 1 -1
20 38  34 0.444444 -1
20 72 15 34 0.333333 -1
20   34 0.222222 -1
20   35 1 -1
20 58  36 0.444444 -1
20   36 0.222222 -1
20 63 70 36 0.333333 -1
20 45  37 0.4 -1
20   37 0.2 -1
20 31  37 0.4 -1
20 32 0 38 1 -1
20   39 0.2 -1
20 23  39 0.4 -1
20 1  39 0.4 -1
20   40 1 -1
20 66  41 0.4 -1
20 57  41 0.4 -1
20   41 0.2 -1
20 2  42 1 -1
20 7 14 43 1 -1
20   44 1 -1
20 43  45 0.4 -1
20 14 34 45 0.3 -1
20 14 59 45 0.3 -1
20 26 75 46 1 -1
20 30 7 47 0.6 -1
20   47 0.4 -1
20 34 23 48 1 -1
20   49 0.285714 -1
20 51 46 49 0.428571 -1
20   49 0.285714 -1
20 26  50 0.666667 -1
20   50 0.333333 -1
20   51 0.285714 -1
20   51 0.285714 -1
20 66 1 51 0.428571 -1
20   52 0.333333 -1
20   52 0.333333 -1
20   52 0.333333 -1
20 9 18 53 0.333333 -1
20 69  53 0.444444 -1
20   53 0.222222 -1
20 76 15 54 0.5 -1
20 59 32 54 0.5 -1
20 15 29 55 1 -1
20 8 32 56 1 -1
20   57 0.25 -1
20 72 42 57 0.375 -1
20 26 36 57 0.375 -1
20   58 1 -1
20 29  59 0.5 -1
20   59 0.25 -1
20   59 0.25 -1
20 72  60 1 -1
20 69  61 1 -1
20 15 56 62 0.272727 -1
20 10  62 0.363636 -1
20 18  62 0.363636 -1
20   63 0.5 -1
20   63 0.5 -1
20   64 1 -1
20   65 0.4 -1
20 22 50 65 0.6 -1
20 77  66 0.4 -1
20 46 62 66 0.3 -1
20 35 39 66 0.3 -1
20 0  67 0.571429 -1
20 1 26 67 0.428571 -1
20   68 0.2 -1
20 69  68 0.4 -1
20 46  68 0.4 -1
20   69 0.285714 -1
20 77 61 69 0.428571 -1
20   69 0.285714 -1
20   70 0.333333 -1
20 11  70 0.666667 -1
20 43  71 0.333333 -1
20 38  71 0.333333 -1
20 72  71 0.333333 -1
20 26  72 0.444444 -1
20 74 3 72 0.333333 -1
20   72 0.222222 -1
20   73 0.5 -1
20   73 0.5 -1
20   74 0.333333 -1
20   74 0.333333 -1
20   74 0.333333 -1
20 24  75 0.333333 -1
20 46  75 0.333333 -1
20 23  75 0.333333 -1
20   76 0.333333 -1
20 17  76 0.666667 -1
20   77 0.4 -1
20 72 3 77 0.6 -1
20   78 0.25 -1
20   78 0.25 -1
20 1  78 0.5 -1
20 64 35 79 1 -1
21   0 1 -1
21 68  1 0.363636 -1
21 18  1 0.363636 -1
21 64 60 1 0.272727 -1
21 32 18 2 0.428571 -1
21 56  2 0.571429 -1
21   3 0.333333 -1
21 2  3 0.666667 -1
21   4 0.285714 -1
21 66 37 4 0.428571 -1
21   4 0.285714 -1
21   5 1 -1
21   6 1 -1
21   7 1 -1
21 60  8 0.333333 -1
21 69  8 0.333333 -1
21 37  8 0.333333 -1
21   9 1 -1
21   10 0.2 -1
21 52  10 0.4 -1
21 15  10 0.4 -1
21 78 41 11 0.5 -1
21 71 79 11 0.5 -1
21   12 0.333333 -1
21 0  12 0.666667 -1
21   13 0.4 -1
21 58 18 13 0.6 -1
21 1 43 14 0.5 -1
21 46 1 14 0.5 -1
21 18  15 0.666667 -1
21   15 0.333333 -1
21   16 0.333333 -1
21 23  16 0.666667 -1
21 41 53 17 0.3 -1
21 70 57 17 0.3 -1
21 60  17 0.4 -1
21 63 1 18 0.3 -1
21 35 20 18 0.3 -1
21 12  18 0.4 -1
21 66 3 19 0.375 -1
21   19 0.25 -1
21 43 44 19 0.375 -1
21 23  20 0.5 -1
21   20 0.25 -1
21   20 0.25 -1
21   22 0.5 -1
21   22 0.5 -1
21 64  23 0.333333 -1
21 61  23 0.333333 -1
21 55  23 0.333333 -1
21 48  24 0.444444 -1
21 38 40 24 0.333333 -1
21   24 0.222222 -1
21 34  25 0.571429 -1
21 10 1 25 0.428571 -1
21 66  26 1 -1
21 0 2 27 0.428571 -1
21   27 0.285714 -1
21   27 0.285714 -1
21 74 51 28 0.5 -1
21 70 15 28 0.5 -1
21 56  29 1 -1
21 0  30 1 -1
21 66 1 31 0.375 -1
21 11 39 31 0.375 -1
21   31 0.25 -1
21 0  32 0.333333 -1
21 16  32 0.333333 -1
21 24  32 0.333333 -1
21 25 74 33 0.375 -1
21   33 0.25 -1
21 69 2 33 0.375 -1
21   34 0.285714 -1
21 14 70 34 0.428571 -1
21   34 0.285714 -1
21   35 1 -1
21 41  36 0.666667 -1
21   36 0.333333 -1
21   37 0.333333 -1
21 14  37 0.666667 -1
21 74  38 0.444444 -1
21 77 76 38 0.333333 -1
21   38 0.222222 -1
21 70  39 1 -1
21   40 0.222222 -1
21 45  40 0.444444 -1
21 30 4 40 0.333333 -1
21 35  41 0.5 -1
21   41 0.25 -1
21   41 0.25 -1
21   42 0.333333 -1
21 43  42 0.666667 -1
21 74 9 43 0.333333 -1
21   43 0.222222 -1
21 74  43 0.444444 -1
21 8 15 44 1 -1
21 54  45 1 -1
21 3 36 46 0.428571 -1
21 0  46 0.571429 -1
21 20 30 47 0.5 -1
21 26 74 47 0.5 -1
21 35  48 0.4 -1
21 56  48 0.4 -1
21   48 0.2 -1
21 55 46 49 0.333333 -1
21 7  49 0.444444 -1
21   49 0.222222 -1
21 1 26 50 0.333333 -1
21   50 0.222222 -1
21 64  50 0.444444 -1
21 1  51 0.363636 -1
21 32 39 51 0.272727 -1
21 43  51 0.363636 -1
21   52 1 -1
21 35  53 0.666667 -1
21   53 0.333333 -1
21 74  54 0.571429 -1
21 10 66 54 0.428571 -1
21 31  55 0.571429 -1
21 15 52 55 0.428571 -1
21 3  56 0.363636 -1
21 39  56 0.363636 -1
21 34 66 56 0.272727 -1
21 20  57 1 -1
21 34  58 0.666667 -1
21   58 0.333333 -1
21 0 35 59 0.5 -1
21 64 13 59 0.5 -1
21 43 22 60 0.3 -1
21 51 31 60 0.3 -1
21 39  60 0.4 -1
21 66 0 61 1 -1
21 32  62 0.666667 -1
21   62 0.333333 -1
21 1 54 63 0.333333 -1
21   63 0.222222 -1
21 23  63 0.444444 -1
21 0  64 0.571429 -1
21 66 70 64 0.428571 -1
21 77 74 65 1 -1
21   66 0.2 -1
21 38  66 0.4 -1
21 5  66 0.4 -1
21 18  67 1 -1
21   68 1 -1
21 60  69 0.571429 -1
21 0 67 69 0.428571 -1
21 43 32 70 0.428571 -1
21 9  70 0.571429 -1
21 32 31 71 0.428571 -1
21 26  71 0.571429 -1
21 3  72 0.571429 -1
21 18 60 72 0.428571 -1
21   73 0.25 -1
21 66 77 73 0.375 -1
21 7 29 73 0.375 -1
21 53 39 74 0.3 -1
21 9  74 0.4 -1
21 7 25 74 0.3 -1
21 13  75 0.363636 -1
21 3 12 75 0.272727 -1
21 13  75 0.363636 -1
21 77  76 0.571429 -1
21 64 53 76 0.428571 -1
21 46 23 77 0.333333 -1
21   77 0.222222 -1
21 19  77 0.444444 -1
21 32 10 78 1 -1
21   79 0.333333 -1
21   79 0.333333 -1
21   79 0.333333 -1
22   0 0.25 -1
22   0 0.25 -1
22 53  0 0.5 -1
22   1 0.333333 -1
22 56  1 0.666667 -1
22 64 53 2 1 -1
22 32  3 1 -1
22 56 79 4 0.375 -1
22   4 0.25 -1
22 61 33 4 0.375 -1
22 14 7 5 0.272727 -1
22 16  5 0.363636 -1
22 76  5 0.363636 -1
22 0  6 1 -1
22 30  7 0.571429 -1
22 67 26 7 0.428571 -1
22 7 32 8 1 -1
22 39  9 0.5 -1
22 15  9 0.5 -1
22 2  10 1 -1
22 19 12 11 0.333333 -1
22 46  11 0.444444 -1
22   11 0.222222 -1
22 14  12 0.4 -1
22 70  12 0.4 -1
22   12 0.2 -1
22   13 0.5 -1
22   13 0.5 -1
22 0 25 14 0.6 -1
22   14 0.4 -1
22 12  15 1 -1
22 43 61 16 1 -1
22 13  17 0.666667 -1
22   17 0.333333 -1
22 38 13 18 1 -1
22   19 1 -1
22 11 13 20 0.428571 -1
22 64  20 0.571429 -1
22 53  21 0.333333 -1
22 23  21 0.333333 -1
22 55  21 0.333333 -1
22 8 61 23 1 -1
22 26  24 1 -1
22   25 1 -1
22   26 0.4 -1
22 11 74 26 0.6 -1
22   27 0.5 -1
22   27 0.5 -1
22 45 29 28 0.428571 -1
22   28 0.285714 -1
22   28 0.285714 -1
22   29 0.25 -1
22 11  29 0.5 -1
22   29 0.25 -1
22 55  30 0.571429 -1
22 20 55 30 0.428571 -1
22   31 0.5 -1
22   31 0.5 -1
22 53 47 32 0.6 -1
22   32 0.4 -1
22   33 1 -1
22   34 0.5 -1
22   34 0.5 -1
22 54  35 0.5 -1
22   35 0.25 -1
22   35 0.25 -1
22 9 29 36 0.6 -1
22   36 0.4 -1
22 45 47 37 0.5 -1
22 46 53 37 0.5 -1
22 31 45 38 1 -1
22 55 13 39 1 -1
22   40 0.222222 -1
22 23 0 40 0.333333 -1
22 18  40 0.444444 -1
22 73 12 41 1 -1
22 38 23 42 0.3 -1
22 7  42 0.4 -1
22 69 77 42 0.3 -1
22 35  43 0.4 -1
22   43 0.2 -1
22 20  43 0.4 -1
22 52  44 1 -1
22 48 76 45 1 -1
22 29  46 0.363636 -1
22 14  46 0.363636 -1
22 66 0 46 0.272727 -1
22   47 0.285714 -1
22 11 45 47 0.428571 -1
22   47 0.285714 -1
22 29 51 48 0.6 -1
22   48 0.4 -1
22 60 56 49 0.428571 -1
22   49 0.285714 -1
22   49 0.285714 -1
22   50 0.333333 -1
22 46  50 0.666667 -1
22 3 35 51 1 -1
22   52 0.333333 -1
22 60  52 0.666667 -1
22   53 0.333333 -1
22 38  53 0.666667 -1
22 69 17 54 1 -1
22 51 67 55 0.5 -1
22 77 46 55 0.5 -1
22   56 1 -1
22 53 34 57 1 -1
22   58 1 -1
22 20  59 1 -1
22   60 1 -1
22 72 43 61 0.6 -1
22   61 0.4 -1
22 18  62 1 -1
22 52 43 63 0.333333 -1
22 31 23 63 0.333333 -1
22 74 30 63 0.333333 -1
22 67  64 0.4 -1
22 7 61 64 0.3 -1
22 38 54 64 0.3 -1
22 64  65 1 -1
22 39  66 0.571429 -1
22 45 59 66 0.428571 -1
22 37  67 1 -1
22 11 30 68 1 -1
22 10 51 69 1 -1
22 0  70 1 -1
22 37 19 71 1 -1
22   72 0.4 -1
22 64 34 72 0.6 -1
22 53  73 0.666667 -1
22   73 0.333333 -1
22   74 0.25 -1
22   74 0.25 -1
22 54  74 0.5 -1
22   75 1 -1
22 59  76 0.363636 -1
22 77  76 0.363636 -1
22 11 25 76 0.272727 -1
22 39  77 0.571429 -1
22 67 34 77 0.428571 -1
22 17  78 0.363636 -1
22 51  78 0.363636 -1
22 14 13 78 0.272727 -1
22 66 26 79 0.333333 -1
22 11 61 79 0.333333 -1
22 64 24 79 0.333333 -1
23 49  0 1 -1
23 17 51 1 0.6 -1
23   1 0.4 -1
23 53 15 2 1 -1
23 64 56 3 1 -1
23   4 1 -1
23 7 37 5 0.272727 -1
23 76  5 0.363636 -1
23 39  5 0.363636 -1
23 19 43 6 1 -1
23 64 68 7 0.428571 -1
23   7 0.285714 -1
23   7 0.285714 -1
23 13  8 0.571429 -1
23 18 79 8 0.428571 -1
23 61  9 0.5 -1
23 77  9 0.5 -1
23 28 7 10 0.428571 -1
23 26  10 0.571429 -1
23 20 53 11 1 -1
23   12 0.333333 -1
23   12 0.333333 -1
23   12 0.333333 -1
23 60  13 1 -1
23   14 0.4 -1
23 7 73 14 0.6 -1
23 79 9 15 0.333333 -1
23 18 46 15 0.333333 -1
23 7 18 15 0.333333 -1
23 55  16 0.666667 -1
23   16 0.333333 -1
23 20 38 17 0.428571 -1
23 66  17 0.571429 -1
23 0 22 18 1 -1
23   19 1 -1
23 17  20 0.571429 -1
23 59 38 20 0.428571 -1
23   21 0.5 -1
23   21 0.5 -1
23 74  22 1 -1
23   24 0.25 -1
23 39  24 0.5 -1
23   24 0.25 -1
23   25 0.4 -1
23 64 20 25 0.6 -1
23   26 0.285714 -1
23   26 0.285714 -1
23 77 33 26 0.428571 -1
23 30 26 27 1 -1
23 60 53 28 1 -1
23 19  29 0.4 -1
23 11  29 0.4 -1
23   29 0.2 -1
23   30 1 -1
23 37 47 31 1 -1
23 73  32 0.363636 -1
23 29 35 32 0.272727 -1
23 39  32 0.363636 -1
23 66 60 33 1 -1
23 39 9 34 1 -1
23 20  35 0.444444 -1
23 14 73 35 0.333333 -1
23   35 0.222222 -1
23 64  36 1 -1
23   37 0.333333 -1
23 9  37 0.666667 -1
23   38 0.222222 -1
23 51 53 38 0.333333 -1
23 12  38 0.444444 -1
23 38  39 0.363636 -1
23 46 9 39 0.272727 -1
23 3  39 0.363636 -1
23 18 38 40 0.375 -1
23   40 0.25 -1
23 9 77 40 0.375 -1
23   41 0.4 -1
23 37 66 41 0.6 -1
23   42 1 -1
23 51 12 43 1 -1
23   44 1 -1
23 31 9 45 0.5 -1
23 30 16 45 0.5 -1
23   46 0.5 -1
23   46 0.5 -1
23   47 0.333333 -1
23 61  47 0.666667 -1
23 63  48 1 -1
23   49 1 -1
23 32  50 0.666667 -1
23   50 0.333333 -1
23 26 9 51 0.6 -1
23   51 0.4 -1
23 45 0 52 0.3 -1
23 59 10 52 0.3 -1
23 3  52 0.4 -1
23 12 46 53 0.5 -1
23 18 2 53 0.5 -1
23 35 1 54 1 -1
23   55 0.2 -1
23 31  55 0.4 -1
23 0  55 0.4 -1
23 47  56 0.666667 -1
23   56 0.333333 -1
23   57 0.333333 -1
23 39  57 0.666667 -1
23 45 64 58 0.428571 -1
23 34  58 0.571429 -1
23 45  59 1 -1
23 25 77 60 0.5 -1
23 38 1 60 0.5 -1
23 19  61 0.4 -1
23   61 0.2 -1
23 41  61 0.4 -1
23 59  62 1 -1
23 18 50 63 1 -1
23 18  64 0.571429 -1
23 26 38 64 0.428571 -1
23   65 1 -1
23 49  66 1 -1
23   67 0.285714 -1
23   67 0.285714 -1
23 3 60 67 0.428571 -1
23 76 53 68 0.428571 -1
23 61  68 0.571429 -1
23   69 0.285714 -1
23   69 0.285714 -1
23 46 64 69 0.428571 -1
23 13 54 70 0.428571 -1
23 76  70 0.571429 -1
23 77  71 0.571429 -1
23 43 14 71 0.428571 -1
23 76  72 1 -1
23 47  73 1 -1
23   74 0.285714 -1
23   74 0.285714 -1
23 76 13 74 0.428571 -1
23 32 61 75 0.5 -1
23 10 26 75 0.5 -1
23 60  76 0.571429 -1
23 1 73 76 0.428571 -1
23   77 1 -1
23 39 77 78 0.333333 -1
23 69 26 78 0.333333 -1
23 51 54 78 0.333333 -1
23   79 0.333333 -1
23 11  79 0.666667 -1
24   0 0.4 -1
24 46 55 0 0.6 -1
24 43  1 0.571429 -1
24 18 30 1 0.428571 -1
24   2 0.5 -1
24   2 0.5 -1
24 7 39 3 0.428571 -1
